t,best,solver,dim
724,-4.466083160132071,vanila-des,50
725,-4.466083160132071,vanila-des,50
726,-4.466083160132071,vanila-des,50
727,-4.466083160132071,vanila-des,50
728,-4.466083160132071,vanila-des,50
729,-4.466083160132071,vanila-des,50
730,-4.466083160132071,vanila-des,50
731,-4.466083160132071,vanila-des,50
732,-4.466083160132071,vanila-des,50
733,-4.466083160132071,vanila-des,50
734,-4.466083160132071,vanila-des,50
735,-4.466083160132071,vanila-des,50
736,-4.466083160132071,vanila-des,50
737,-4.466083160132071,vanila-des,50
738,-4.466083160132071,vanila-des,50
739,-4.466083160132071,vanila-des,50
740,-4.466083160132071,vanila-des,50
741,-4.466083160132071,vanila-des,50
742,-4.466083160132071,vanila-des,50
743,-4.466083160132071,vanila-des,50
744,-4.466083160132071,vanila-des,50
745,-4.466083160132071,vanila-des,50
746,-4.466083160132071,vanila-des,50
747,-4.466083160132071,vanila-des,50
748,-4.466083160132071,vanila-des,50
749,-4.466083160132071,vanila-des,50
750,-4.466083160132071,vanila-des,50
751,-4.466083160132071,vanila-des,50
752,-4.466083160132071,vanila-des,50
753,-4.466083160132071,vanila-des,50
754,-4.466083160132071,vanila-des,50
755,-4.466083160132071,vanila-des,50
756,-4.466083160132071,vanila-des,50
757,-4.466083160132071,vanila-des,50
758,-4.466083160132071,vanila-des,50
759,-4.466083160132071,vanila-des,50
760,-4.466083160132071,vanila-des,50
761,-4.466083160132071,vanila-des,50
762,-4.466083160132071,vanila-des,50
763,-4.466083160132071,vanila-des,50
764,-4.466083160132071,vanila-des,50
765,-4.466083160132071,vanila-des,50
766,-4.466083160132071,vanila-des,50
767,-4.466083160132071,vanila-des,50
768,-4.466083160132071,vanila-des,50
769,-4.466083160132071,vanila-des,50
770,-4.513835898552921,vanila-des,50
771,-4.513835898552921,vanila-des,50
772,-4.513835898552921,vanila-des,50
773,-4.513835898552921,vanila-des,50
774,-4.513835898552921,vanila-des,50
775,-4.513835898552921,vanila-des,50
776,-4.513835898552921,vanila-des,50
777,-4.513835898552921,vanila-des,50
778,-4.513835898552921,vanila-des,50
779,-4.513835898552921,vanila-des,50
780,-4.513835898552921,vanila-des,50
781,-4.513835898552921,vanila-des,50
782,-4.513835898552921,vanila-des,50
783,-4.513835898552921,vanila-des,50
784,-4.513835898552921,vanila-des,50
785,-4.513835898552921,vanila-des,50
786,-4.513835898552921,vanila-des,50
787,-4.513835898552921,vanila-des,50
788,-4.513835898552921,vanila-des,50
789,-4.513835898552921,vanila-des,50
790,-4.513835898552921,vanila-des,50
791,-4.513835898552921,vanila-des,50
792,-4.513835898552921,vanila-des,50
793,-4.513835898552921,vanila-des,50
794,-4.513835898552921,vanila-des,50
795,-4.513835898552921,vanila-des,50
796,-4.513835898552921,vanila-des,50
797,-4.513835898552921,vanila-des,50
798,-4.513835898552921,vanila-des,50
799,-4.513835898552921,vanila-des,50
800,-4.513835898552921,vanila-des,50
801,-4.513835898552921,vanila-des,50
802,-4.513835898552921,vanila-des,50
803,-4.513835898552921,vanila-des,50
804,-4.513835898552921,vanila-des,50
805,-4.513835898552921,vanila-des,50
806,-4.513835898552921,vanila-des,50
807,-4.513835898552921,vanila-des,50
808,-4.513835898552921,vanila-des,50
809,-4.513835898552921,vanila-des,50
810,-4.513835898552921,vanila-des,50
811,-4.513835898552921,vanila-des,50
812,-4.513835898552921,vanila-des,50
813,-4.513835898552921,vanila-des,50
814,-4.513835898552921,vanila-des,50
815,-4.513835898552921,vanila-des,50
816,-4.513835898552921,vanila-des,50
817,-4.513835898552921,vanila-des,50
818,-4.513835898552921,vanila-des,50
819,-4.513835898552921,vanila-des,50
820,-4.513835898552921,vanila-des,50
821,-4.513835898552921,vanila-des,50
822,-4.513835898552921,vanila-des,50
823,-4.513835898552921,vanila-des,50
824,-4.513835898552921,vanila-des,50
825,-4.513835898552921,vanila-des,50
826,-4.513835898552921,vanila-des,50
827,-4.513835898552921,vanila-des,50
828,-4.513835898552921,vanila-des,50
829,-4.513835898552921,vanila-des,50
830,-4.513835898552921,vanila-des,50
831,-4.513835898552921,vanila-des,50
832,-4.513835898552921,vanila-des,50
833,-4.513835898552921,vanila-des,50
834,-4.513835898552921,vanila-des,50
835,-4.513835898552921,vanila-des,50
836,-4.513835898552921,vanila-des,50
837,-4.513835898552921,vanila-des,50
838,-4.513835898552921,vanila-des,50
839,-4.513835898552921,vanila-des,50
840,-4.513835898552921,vanila-des,50
841,-4.513835898552921,vanila-des,50
842,-4.513835898552921,vanila-des,50
843,-4.513835898552921,vanila-des,50
844,-4.513835898552921,vanila-des,50
845,-4.513835898552921,vanila-des,50
846,-4.513835898552921,vanila-des,50
847,-4.513835898552921,vanila-des,50
848,-4.513835898552921,vanila-des,50
849,-4.513835898552921,vanila-des,50
850,-4.513835898552921,vanila-des,50
851,-4.513835898552921,vanila-des,50
852,-4.513835898552921,vanila-des,50
853,-4.513835898552921,vanila-des,50
854,-4.513835898552921,vanila-des,50
855,-4.513835898552921,vanila-des,50
856,-4.513835898552921,vanila-des,50
857,-4.513835898552921,vanila-des,50
858,-4.513835898552921,vanila-des,50
859,-4.513835898552921,vanila-des,50
860,-4.513835898552921,vanila-des,50
861,-4.513835898552921,vanila-des,50
862,-4.513835898552921,vanila-des,50
863,-4.513835898552921,vanila-des,50
864,-4.513835898552921,vanila-des,50
865,-4.513835898552921,vanila-des,50
866,-4.513835898552921,vanila-des,50
867,-4.513835898552921,vanila-des,50
868,-4.513835898552921,vanila-des,50
869,-4.513835898552921,vanila-des,50
870,-4.513835898552921,vanila-des,50
871,-4.513835898552921,vanila-des,50
872,-4.513835898552921,vanila-des,50
873,-4.513835898552921,vanila-des,50
874,-4.513835898552921,vanila-des,50
875,-4.513835898552921,vanila-des,50
876,-4.513835898552921,vanila-des,50
877,-4.513835898552921,vanila-des,50
878,-4.513835898552921,vanila-des,50
879,-4.513835898552921,vanila-des,50
880,-4.513835898552921,vanila-des,50
881,-4.513835898552921,vanila-des,50
882,-4.513835898552921,vanila-des,50
883,-4.513835898552921,vanila-des,50
884,-4.513835898552921,vanila-des,50
885,-4.513835898552921,vanila-des,50
886,-4.513835898552921,vanila-des,50
887,-4.513835898552921,vanila-des,50
888,-4.513835898552921,vanila-des,50
889,-4.513835898552921,vanila-des,50
890,-4.513835898552921,vanila-des,50
891,-4.513835898552921,vanila-des,50
892,-4.513835898552921,vanila-des,50
893,-4.513835898552921,vanila-des,50
894,-4.513835898552921,vanila-des,50
895,-4.513835898552921,vanila-des,50
896,-4.513835898552921,vanila-des,50
897,-4.513835898552921,vanila-des,50
898,-4.513835898552921,vanila-des,50
899,-4.513835898552921,vanila-des,50
900,-4.513835898552921,vanila-des,50
901,-4.513835898552921,vanila-des,50
902,-4.513835898552921,vanila-des,50
903,-4.513835898552921,vanila-des,50
904,-4.513835898552921,vanila-des,50
905,-4.513835898552921,vanila-des,50
906,-4.513835898552921,vanila-des,50
907,-4.513835898552921,vanila-des,50
908,-4.513835898552921,vanila-des,50
909,-4.513835898552921,vanila-des,50
910,-4.513835898552921,vanila-des,50
911,-4.513835898552921,vanila-des,50
912,-4.513835898552921,vanila-des,50
913,-4.513835898552921,vanila-des,50
914,-4.513835898552921,vanila-des,50
915,-4.513835898552921,vanila-des,50
916,-4.513835898552921,vanila-des,50
917,-4.513835898552921,vanila-des,50
918,-4.513835898552921,vanila-des,50
919,-4.513835898552921,vanila-des,50
920,-4.513835898552921,vanila-des,50
921,-4.513835898552921,vanila-des,50
922,-4.513835898552921,vanila-des,50
923,-4.513835898552921,vanila-des,50
924,-4.513835898552921,vanila-des,50
925,-4.513835898552921,vanila-des,50
926,-4.513835898552921,vanila-des,50
927,-4.513835898552921,vanila-des,50
928,-4.513835898552921,vanila-des,50
929,-4.513835898552921,vanila-des,50
930,-4.513835898552921,vanila-des,50
931,-4.513835898552921,vanila-des,50
932,-4.513835898552921,vanila-des,50
933,-4.513835898552921,vanila-des,50
934,-4.513835898552921,vanila-des,50
935,-4.513835898552921,vanila-des,50
936,-4.513835898552921,vanila-des,50
937,-4.513835898552921,vanila-des,50
938,-4.513835898552921,vanila-des,50
939,-4.513835898552921,vanila-des,50
940,-4.513835898552921,vanila-des,50
941,-4.513835898552921,vanila-des,50
942,-4.513835898552921,vanila-des,50
943,-4.513835898552921,vanila-des,50
944,-4.513835898552921,vanila-des,50
945,-4.513835898552921,vanila-des,50
946,-4.513835898552921,vanila-des,50
947,-4.513835898552921,vanila-des,50
948,-4.513835898552921,vanila-des,50
949,-4.513835898552921,vanila-des,50
950,-4.513835898552921,vanila-des,50
951,-4.513835898552921,vanila-des,50
952,-4.513835898552921,vanila-des,50
953,-4.513835898552921,vanila-des,50
954,-4.513835898552921,vanila-des,50
955,-4.513835898552921,vanila-des,50
956,-4.513835898552921,vanila-des,50
957,-4.513835898552921,vanila-des,50
958,-4.513835898552921,vanila-des,50
959,-4.513835898552921,vanila-des,50
960,-4.513835898552921,vanila-des,50
961,-4.513835898552921,vanila-des,50
962,-4.513835898552921,vanila-des,50
963,-4.513835898552921,vanila-des,50
964,-4.513835898552921,vanila-des,50
965,-4.513835898552921,vanila-des,50
966,-4.513835898552921,vanila-des,50
967,-4.513835898552921,vanila-des,50
968,-4.513835898552921,vanila-des,50
969,-4.513835898552921,vanila-des,50
970,-4.513835898552921,vanila-des,50
971,-4.513835898552921,vanila-des,50
972,-4.513835898552921,vanila-des,50
973,-4.513835898552921,vanila-des,50
974,-4.513835898552921,vanila-des,50
975,-4.513835898552921,vanila-des,50
976,-4.513835898552921,vanila-des,50
977,-4.513835898552921,vanila-des,50
978,-4.513835898552921,vanila-des,50
979,-4.513835898552921,vanila-des,50
980,-4.513835898552921,vanila-des,50
981,-4.513835898552921,vanila-des,50
982,-4.513835898552921,vanila-des,50
983,-4.513835898552921,vanila-des,50
984,-4.513835898552921,vanila-des,50
985,-4.513835898552921,vanila-des,50
986,-4.513835898552921,vanila-des,50
987,-4.513835898552921,vanila-des,50
988,-4.513835898552921,vanila-des,50
989,-4.513835898552921,vanila-des,50
990,-4.513835898552921,vanila-des,50
991,-4.513835898552921,vanila-des,50
992,-4.513835898552921,vanila-des,50
993,-4.513835898552921,vanila-des,50
994,-4.513835898552921,vanila-des,50
995,-4.513835898552921,vanila-des,50
996,-4.513835898552921,vanila-des,50
997,-4.513835898552921,vanila-des,50
998,-4.513835898552921,vanila-des,50
999,-4.513835898552921,vanila-des,50
1000,-4.513835898552921,vanila-des,50
1001,-4.513835898552921,vanila-des,50
1002,-4.513835898552921,vanila-des,50
1003,-4.513835898552921,vanila-des,50
1004,-4.513835898552921,vanila-des,50
1005,-4.513835898552921,vanila-des,50
1006,-4.513835898552921,vanila-des,50
1007,-4.513835898552921,vanila-des,50
1008,-4.545444788032571,vanila-des,50
1009,-4.545444788032571,vanila-des,50
1010,-4.545444788032571,vanila-des,50
1011,-4.545444788032571,vanila-des,50
1012,-4.545444788032571,vanila-des,50
1013,-4.545444788032571,vanila-des,50
1014,-4.545444788032571,vanila-des,50
1015,-4.545444788032571,vanila-des,50
1016,-4.545444788032571,vanila-des,50
1017,-4.545444788032571,vanila-des,50
1018,-4.545444788032571,vanila-des,50
1019,-4.545444788032571,vanila-des,50
1020,-4.545444788032571,vanila-des,50
1021,-4.545444788032571,vanila-des,50
1022,-4.545444788032571,vanila-des,50
1023,-4.545444788032571,vanila-des,50
1024,-4.545444788032571,vanila-des,50
1025,-4.545444788032571,vanila-des,50
1026,-4.545444788032571,vanila-des,50
1027,-4.545444788032571,vanila-des,50
1028,-4.545444788032571,vanila-des,50
1029,-4.545444788032571,vanila-des,50
1030,-4.545444788032571,vanila-des,50
1031,-4.545444788032571,vanila-des,50
1032,-4.545444788032571,vanila-des,50
1033,-4.545444788032571,vanila-des,50
1034,-4.545444788032571,vanila-des,50
1035,-4.545444788032571,vanila-des,50
1036,-4.545444788032571,vanila-des,50
1037,-4.545444788032571,vanila-des,50
1038,-4.545444788032571,vanila-des,50
1039,-4.545444788032571,vanila-des,50
1040,-4.545444788032571,vanila-des,50
1041,-4.545444788032571,vanila-des,50
1042,-4.545444788032571,vanila-des,50
1043,-4.545444788032571,vanila-des,50
1044,-4.545444788032571,vanila-des,50
1045,-4.545444788032571,vanila-des,50
1046,-4.545444788032571,vanila-des,50
1047,-4.545444788032571,vanila-des,50
1048,-4.545444788032571,vanila-des,50
1049,-4.545444788032571,vanila-des,50
1050,-4.545444788032571,vanila-des,50
1051,-4.545444788032571,vanila-des,50
1052,-4.545444788032571,vanila-des,50
1053,-4.545444788032571,vanila-des,50
1054,-4.545444788032571,vanila-des,50
1055,-4.545444788032571,vanila-des,50
1056,-4.545444788032571,vanila-des,50
1057,-4.545444788032571,vanila-des,50
1058,-4.545444788032571,vanila-des,50
1059,-4.545444788032571,vanila-des,50
1060,-4.545444788032571,vanila-des,50
1061,-4.545444788032571,vanila-des,50
1062,-4.545444788032571,vanila-des,50
1063,-4.545444788032571,vanila-des,50
1064,-4.545444788032571,vanila-des,50
1065,-4.545444788032571,vanila-des,50
1066,-4.545444788032571,vanila-des,50
1067,-4.545444788032571,vanila-des,50
1068,-4.545444788032571,vanila-des,50
1069,-4.545444788032571,vanila-des,50
1070,-4.545444788032571,vanila-des,50
1071,-4.545444788032571,vanila-des,50
1072,-4.545444788032571,vanila-des,50
1073,-4.545444788032571,vanila-des,50
1074,-4.545444788032571,vanila-des,50
1075,-4.545444788032571,vanila-des,50
1076,-4.545444788032571,vanila-des,50
1077,-4.545444788032571,vanila-des,50
1078,-4.545444788032571,vanila-des,50
1079,-4.545444788032571,vanila-des,50
1080,-4.545444788032571,vanila-des,50
1081,-4.545444788032571,vanila-des,50
1082,-4.545444788032571,vanila-des,50
1083,-4.545444788032571,vanila-des,50
1084,-4.545444788032571,vanila-des,50
1085,-4.545444788032571,vanila-des,50
1086,-4.545444788032571,vanila-des,50
1087,-4.545444788032571,vanila-des,50
1088,-4.545444788032571,vanila-des,50
1089,-4.545444788032571,vanila-des,50
1090,-4.545444788032571,vanila-des,50
1091,-4.545444788032571,vanila-des,50
1092,-4.545444788032571,vanila-des,50
1093,-4.545444788032571,vanila-des,50
1094,-4.545444788032571,vanila-des,50
1095,-4.545444788032571,vanila-des,50
1096,-4.545444788032571,vanila-des,50
1097,-4.545444788032571,vanila-des,50
1098,-4.545444788032571,vanila-des,50
1099,-4.545444788032571,vanila-des,50
1100,-4.545444788032571,vanila-des,50
1101,-4.545444788032571,vanila-des,50
1102,-4.545444788032571,vanila-des,50
1103,-4.545444788032571,vanila-des,50
1104,-4.545444788032571,vanila-des,50
1105,-4.545444788032571,vanila-des,50
1106,-4.545444788032571,vanila-des,50
1107,-4.545444788032571,vanila-des,50
1108,-4.545444788032571,vanila-des,50
1109,-4.545444788032571,vanila-des,50
1110,-4.545444788032571,vanila-des,50
1111,-4.545444788032571,vanila-des,50
1112,-4.545444788032571,vanila-des,50
1113,-4.545444788032571,vanila-des,50
1114,-4.545444788032571,vanila-des,50
1115,-4.545444788032571,vanila-des,50
1116,-4.545444788032571,vanila-des,50
1117,-4.545444788032571,vanila-des,50
1118,-4.545444788032571,vanila-des,50
1119,-4.545444788032571,vanila-des,50
1120,-4.545444788032571,vanila-des,50
1121,-4.545444788032571,vanila-des,50
1122,-4.545444788032571,vanila-des,50
1123,-4.545444788032571,vanila-des,50
1124,-4.545444788032571,vanila-des,50
1125,-4.545444788032571,vanila-des,50
1126,-4.545444788032571,vanila-des,50
1127,-4.545444788032571,vanila-des,50
1128,-4.545444788032571,vanila-des,50
1129,-4.545444788032571,vanila-des,50
1130,-4.545444788032571,vanila-des,50
1131,-4.545444788032571,vanila-des,50
1132,-4.545444788032571,vanila-des,50
1133,-4.545444788032571,vanila-des,50
1134,-4.545444788032571,vanila-des,50
1135,-4.545444788032571,vanila-des,50
1136,-4.545444788032571,vanila-des,50
1137,-4.545444788032571,vanila-des,50
1138,-4.545444788032571,vanila-des,50
1139,-4.545444788032571,vanila-des,50
1140,-4.545444788032571,vanila-des,50
1141,-4.545444788032571,vanila-des,50
1142,-4.545444788032571,vanila-des,50
1143,-4.545444788032571,vanila-des,50
1144,-4.545444788032571,vanila-des,50
1145,-4.545444788032571,vanila-des,50
1146,-4.545444788032571,vanila-des,50
1147,-4.545444788032571,vanila-des,50
1148,-4.545444788032571,vanila-des,50
1149,-4.545444788032571,vanila-des,50
1150,-4.545444788032571,vanila-des,50
1151,-4.545444788032571,vanila-des,50
1152,-4.545444788032571,vanila-des,50
1153,-4.545444788032571,vanila-des,50
1154,-4.545444788032571,vanila-des,50
1155,-4.545444788032571,vanila-des,50
1156,-4.545444788032571,vanila-des,50
1157,-4.545444788032571,vanila-des,50
1158,-4.545444788032571,vanila-des,50
1159,-4.545444788032571,vanila-des,50
1160,-4.545444788032571,vanila-des,50
1161,-4.545444788032571,vanila-des,50
1162,-4.545444788032571,vanila-des,50
1163,-4.545444788032571,vanila-des,50
1164,-4.545444788032571,vanila-des,50
1165,-4.545444788032571,vanila-des,50
1166,-4.545444788032571,vanila-des,50
1167,-4.545444788032571,vanila-des,50
1168,-4.545444788032571,vanila-des,50
1169,-4.545444788032571,vanila-des,50
1170,-4.545444788032571,vanila-des,50
1171,-4.545444788032571,vanila-des,50
1172,-4.545444788032571,vanila-des,50
1173,-4.545444788032571,vanila-des,50
1174,-4.545444788032571,vanila-des,50
1175,-4.545444788032571,vanila-des,50
1176,-4.545444788032571,vanila-des,50
1177,-4.545444788032571,vanila-des,50
1178,-4.545444788032571,vanila-des,50
1179,-4.545444788032571,vanila-des,50
1180,-4.545444788032571,vanila-des,50
1181,-4.545444788032571,vanila-des,50
1182,-4.545444788032571,vanila-des,50
1183,-4.545444788032571,vanila-des,50
1184,-4.545444788032571,vanila-des,50
1185,-4.545444788032571,vanila-des,50
1186,-4.545444788032571,vanila-des,50
1187,-4.545444788032571,vanila-des,50
1188,-4.545444788032571,vanila-des,50
1189,-4.545444788032571,vanila-des,50
1190,-4.545444788032571,vanila-des,50
1191,-4.545444788032571,vanila-des,50
1192,-4.545444788032571,vanila-des,50
1193,-4.545444788032571,vanila-des,50
1194,-4.545444788032571,vanila-des,50
1195,-4.545444788032571,vanila-des,50
1196,-4.545444788032571,vanila-des,50
1197,-4.545444788032571,vanila-des,50
1198,-4.545444788032571,vanila-des,50
1199,-4.545444788032571,vanila-des,50
1200,-4.545444788032571,vanila-des,50
1201,-4.545444788032571,vanila-des,50
1202,-4.545444788032571,vanila-des,50
1203,-4.545444788032571,vanila-des,50
1204,-4.545444788032571,vanila-des,50
1205,-4.545444788032571,vanila-des,50
1206,-4.545444788032571,vanila-des,50
1207,-4.545444788032571,vanila-des,50
1208,-4.545444788032571,vanila-des,50
1209,-4.545444788032571,vanila-des,50
1210,-4.545444788032571,vanila-des,50
1211,-4.545444788032571,vanila-des,50
1212,-4.545444788032571,vanila-des,50
1213,-4.545444788032571,vanila-des,50
1214,-4.545444788032571,vanila-des,50
1215,-4.545444788032571,vanila-des,50
1216,-4.545444788032571,vanila-des,50
1217,-4.545444788032571,vanila-des,50
1218,-4.545444788032571,vanila-des,50
1219,-4.545444788032571,vanila-des,50
1220,-4.545444788032571,vanila-des,50
1221,-4.545444788032571,vanila-des,50
1222,-4.545444788032571,vanila-des,50
1223,-4.545444788032571,vanila-des,50
1224,-4.545444788032571,vanila-des,50
1225,-4.545444788032571,vanila-des,50
1226,-4.545444788032571,vanila-des,50
1227,-4.545444788032571,vanila-des,50
1228,-4.545444788032571,vanila-des,50
1229,-4.545444788032571,vanila-des,50
1230,-4.545444788032571,vanila-des,50
1231,-4.545444788032571,vanila-des,50
1232,-4.545444788032571,vanila-des,50
1233,-4.545444788032571,vanila-des,50
1234,-4.545444788032571,vanila-des,50
1235,-4.545444788032571,vanila-des,50
1236,-4.545444788032571,vanila-des,50
1237,-4.545444788032571,vanila-des,50
1238,-4.545444788032571,vanila-des,50
1239,-4.545444788032571,vanila-des,50
1240,-4.545444788032571,vanila-des,50
1241,-4.545444788032571,vanila-des,50
1242,-4.545444788032571,vanila-des,50
1243,-4.545444788032571,vanila-des,50
1244,-4.545444788032571,vanila-des,50
1245,-4.545444788032571,vanila-des,50
1246,-4.545444788032571,vanila-des,50
1247,-4.545444788032571,vanila-des,50
1248,-4.545444788032571,vanila-des,50
1249,-4.545444788032571,vanila-des,50
1250,-4.545444788032571,vanila-des,50
1251,-4.545444788032571,vanila-des,50
1252,-4.545444788032571,vanila-des,50
1253,-4.545444788032571,vanila-des,50
1254,-4.545444788032571,vanila-des,50
1255,-4.545444788032571,vanila-des,50
1256,-4.545444788032571,vanila-des,50
1257,-4.545444788032571,vanila-des,50
1258,-4.545444788032571,vanila-des,50
1259,-4.545444788032571,vanila-des,50
1260,-4.545444788032571,vanila-des,50
1261,-4.545444788032571,vanila-des,50
1262,-4.545444788032571,vanila-des,50
1263,-4.545444788032571,vanila-des,50
1264,-4.545444788032571,vanila-des,50
1265,-4.545444788032571,vanila-des,50
1266,-4.545444788032571,vanila-des,50
1267,-4.545444788032571,vanila-des,50
1268,-4.545444788032571,vanila-des,50
1269,-4.545444788032571,vanila-des,50
1270,-4.545444788032571,vanila-des,50
1271,-4.545444788032571,vanila-des,50
1272,-4.545444788032571,vanila-des,50
1273,-4.545444788032571,vanila-des,50
1274,-4.545444788032571,vanila-des,50
1275,-4.545444788032571,vanila-des,50
1276,-4.545444788032571,vanila-des,50
1277,-4.545444788032571,vanila-des,50
1278,-4.545444788032571,vanila-des,50
1279,-4.545444788032571,vanila-des,50
1280,-4.545444788032571,vanila-des,50
1281,-4.545444788032571,vanila-des,50
1282,-4.545444788032571,vanila-des,50
1283,-4.545444788032571,vanila-des,50
1284,-4.545444788032571,vanila-des,50
1285,-4.545444788032571,vanila-des,50
1286,-4.545444788032571,vanila-des,50
1287,-4.545444788032571,vanila-des,50
1288,-4.545444788032571,vanila-des,50
1289,-4.545444788032571,vanila-des,50
1290,-4.545444788032571,vanila-des,50
1291,-4.545444788032571,vanila-des,50
1292,-4.545444788032571,vanila-des,50
1293,-4.545444788032571,vanila-des,50
1294,-4.545444788032571,vanila-des,50
1295,-4.545444788032571,vanila-des,50
1296,-4.545444788032571,vanila-des,50
1297,-4.545444788032571,vanila-des,50
1298,-4.545444788032571,vanila-des,50
1299,-4.545444788032571,vanila-des,50
1300,-4.545444788032571,vanila-des,50
1301,-4.545444788032571,vanila-des,50
1302,-4.545444788032571,vanila-des,50
1303,-4.545444788032571,vanila-des,50
1304,-4.545444788032571,vanila-des,50
1305,-4.545444788032571,vanila-des,50
1306,-4.545444788032571,vanila-des,50
1307,-4.545444788032571,vanila-des,50
1308,-4.545444788032571,vanila-des,50
1309,-4.545444788032571,vanila-des,50
1310,-4.545444788032571,vanila-des,50
1311,-4.545444788032571,vanila-des,50
1312,-4.545444788032571,vanila-des,50
1313,-4.545444788032571,vanila-des,50
1314,-4.545444788032571,vanila-des,50
1315,-4.545444788032571,vanila-des,50
1316,-4.545444788032571,vanila-des,50
1317,-4.545444788032571,vanila-des,50
1318,-4.545444788032571,vanila-des,50
1319,-4.545444788032571,vanila-des,50
1320,-4.545444788032571,vanila-des,50
1321,-4.545444788032571,vanila-des,50
1322,-4.545444788032571,vanila-des,50
1323,-4.545444788032571,vanila-des,50
1324,-4.545444788032571,vanila-des,50
1325,-4.545444788032571,vanila-des,50
1326,-4.545444788032571,vanila-des,50
1327,-4.545444788032571,vanila-des,50
1328,-4.545444788032571,vanila-des,50
1329,-4.545444788032571,vanila-des,50
1330,-4.545444788032571,vanila-des,50
1331,-4.545444788032571,vanila-des,50
1332,-4.545444788032571,vanila-des,50
1333,-4.545444788032571,vanila-des,50
1334,-4.545444788032571,vanila-des,50
1335,-4.545444788032571,vanila-des,50
1336,-4.545444788032571,vanila-des,50
1337,-4.545444788032571,vanila-des,50
1338,-4.545444788032571,vanila-des,50
1339,-4.545444788032571,vanila-des,50
1340,-4.545444788032571,vanila-des,50
1341,-4.545444788032571,vanila-des,50
1342,-4.545444788032571,vanila-des,50
1343,-4.545444788032571,vanila-des,50
1344,-4.545444788032571,vanila-des,50
1345,-4.545444788032571,vanila-des,50
1346,-4.545444788032571,vanila-des,50
1347,-4.545444788032571,vanila-des,50
1348,-4.545444788032571,vanila-des,50
1349,-4.545444788032571,vanila-des,50
1350,-4.545444788032571,vanila-des,50
1351,-4.545444788032571,vanila-des,50
1352,-4.545444788032571,vanila-des,50
1353,-4.545444788032571,vanila-des,50
1354,-4.545444788032571,vanila-des,50
1355,-4.545444788032571,vanila-des,50
1356,-4.545444788032571,vanila-des,50
1357,-4.545444788032571,vanila-des,50
1358,-4.545444788032571,vanila-des,50
1359,-4.545444788032571,vanila-des,50
1360,-4.545444788032571,vanila-des,50
1361,-4.545444788032571,vanila-des,50
1362,-4.545444788032571,vanila-des,50
1363,-4.545444788032571,vanila-des,50
1364,-4.545444788032571,vanila-des,50
1365,-4.545444788032571,vanila-des,50
1366,-4.545444788032571,vanila-des,50
1367,-4.545444788032571,vanila-des,50
1368,-4.545444788032571,vanila-des,50
1369,-4.545444788032571,vanila-des,50
1370,-4.545444788032571,vanila-des,50
1371,-4.545444788032571,vanila-des,50
1372,-4.545444788032571,vanila-des,50
1373,-4.545444788032571,vanila-des,50
1374,-4.545444788032571,vanila-des,50
1375,-4.545444788032571,vanila-des,50
1376,-4.545444788032571,vanila-des,50
1377,-4.545444788032571,vanila-des,50
1378,-4.545444788032571,vanila-des,50
1379,-4.545444788032571,vanila-des,50
1380,-4.545444788032571,vanila-des,50
1381,-4.545444788032571,vanila-des,50
1382,-4.545444788032571,vanila-des,50
1383,-4.545444788032571,vanila-des,50
1384,-4.545444788032571,vanila-des,50
1385,-4.545444788032571,vanila-des,50
1386,-4.545444788032571,vanila-des,50
1387,-4.545444788032571,vanila-des,50
1388,-4.545444788032571,vanila-des,50
1389,-4.545444788032571,vanila-des,50
1390,-4.545444788032571,vanila-des,50
1391,-4.545444788032571,vanila-des,50
1392,-4.545444788032571,vanila-des,50
1393,-4.545444788032571,vanila-des,50
1394,-4.545444788032571,vanila-des,50
1395,-4.545444788032571,vanila-des,50
1396,-4.545444788032571,vanila-des,50
1397,-4.545444788032571,vanila-des,50
1398,-4.545444788032571,vanila-des,50
1399,-4.545444788032571,vanila-des,50
1400,-4.545444788032571,vanila-des,50
1401,-4.545444788032571,vanila-des,50
1402,-4.545444788032571,vanila-des,50
1403,-4.545444788032571,vanila-des,50
1404,-4.545444788032571,vanila-des,50
1405,-4.545444788032571,vanila-des,50
1406,-4.545444788032571,vanila-des,50
1407,-4.545444788032571,vanila-des,50
1408,-4.545444788032571,vanila-des,50
1409,-4.545444788032571,vanila-des,50
1410,-4.545444788032571,vanila-des,50
1411,-4.545444788032571,vanila-des,50
1412,-4.545444788032571,vanila-des,50
1413,-4.545444788032571,vanila-des,50
1414,-4.545444788032571,vanila-des,50
1415,-4.545444788032571,vanila-des,50
1416,-4.545444788032571,vanila-des,50
1417,-4.545444788032571,vanila-des,50
1418,-4.545444788032571,vanila-des,50
1419,-4.545444788032571,vanila-des,50
1420,-4.545444788032571,vanila-des,50
1421,-4.545444788032571,vanila-des,50
1422,-4.545444788032571,vanila-des,50
1423,-4.545444788032571,vanila-des,50
1424,-4.545444788032571,vanila-des,50
1425,-4.545444788032571,vanila-des,50
1426,-4.545444788032571,vanila-des,50
1427,-4.545444788032571,vanila-des,50
1428,-4.545444788032571,vanila-des,50
1429,-4.545444788032571,vanila-des,50
1430,-4.545444788032571,vanila-des,50
1431,-4.545444788032571,vanila-des,50
1432,-4.545444788032571,vanila-des,50
1433,-4.545444788032571,vanila-des,50
1434,-4.545444788032571,vanila-des,50
1435,-4.545444788032571,vanila-des,50
1436,-4.545444788032571,vanila-des,50
