t,best,solver,dim
323,-4.146241679936131,vanila-des,50
324,-4.146241679936131,vanila-des,50
325,-4.146241679936131,vanila-des,50
326,-4.146241679936131,vanila-des,50
327,-4.146241679936131,vanila-des,50
328,-4.146241679936131,vanila-des,50
329,-4.184522302729094,vanila-des,50
330,-4.184522302729094,vanila-des,50
331,-4.184522302729094,vanila-des,50
332,-4.184522302729094,vanila-des,50
333,-4.184522302729094,vanila-des,50
334,-4.184522302729094,vanila-des,50
335,-4.184522302729094,vanila-des,50
336,-4.184522302729094,vanila-des,50
337,-4.184522302729094,vanila-des,50
338,-4.184522302729094,vanila-des,50
339,-4.184522302729094,vanila-des,50
340,-4.184522302729094,vanila-des,50
341,-4.184522302729094,vanila-des,50
342,-4.184522302729094,vanila-des,50
343,-4.184522302729094,vanila-des,50
344,-4.184522302729094,vanila-des,50
345,-4.184522302729094,vanila-des,50
346,-4.184522302729094,vanila-des,50
347,-4.1973598658825635,vanila-des,50
348,-4.1973598658825635,vanila-des,50
349,-4.1973598658825635,vanila-des,50
350,-4.1973598658825635,vanila-des,50
351,-4.1973598658825635,vanila-des,50
352,-4.1973598658825635,vanila-des,50
353,-4.1973598658825635,vanila-des,50
354,-4.1973598658825635,vanila-des,50
355,-4.1973598658825635,vanila-des,50
356,-4.1973598658825635,vanila-des,50
357,-4.1973598658825635,vanila-des,50
358,-4.1973598658825635,vanila-des,50
359,-4.1973598658825635,vanila-des,50
360,-4.1973598658825635,vanila-des,50
361,-4.1973598658825635,vanila-des,50
362,-4.2032966437899235,vanila-des,50
363,-4.2032966437899235,vanila-des,50
364,-4.2032966437899235,vanila-des,50
365,-4.2032966437899235,vanila-des,50
366,-4.2032966437899235,vanila-des,50
367,-4.2032966437899235,vanila-des,50
368,-4.2032966437899235,vanila-des,50
369,-4.2032966437899235,vanila-des,50
370,-4.2032966437899235,vanila-des,50
371,-4.2032966437899235,vanila-des,50
372,-4.2032966437899235,vanila-des,50
373,-4.2032966437899235,vanila-des,50
374,-4.2032966437899235,vanila-des,50
375,-4.2032966437899235,vanila-des,50
376,-4.2032966437899235,vanila-des,50
377,-4.2032966437899235,vanila-des,50
378,-4.2032966437899235,vanila-des,50
379,-4.2032966437899235,vanila-des,50
380,-4.2032966437899235,vanila-des,50
381,-4.2032966437899235,vanila-des,50
382,-4.2032966437899235,vanila-des,50
383,-4.2032966437899235,vanila-des,50
384,-4.2032966437899235,vanila-des,50
385,-4.2032966437899235,vanila-des,50
386,-4.2032966437899235,vanila-des,50
387,-4.2032966437899235,vanila-des,50
388,-4.2032966437899235,vanila-des,50
389,-4.2032966437899235,vanila-des,50
390,-4.2032966437899235,vanila-des,50
391,-4.2032966437899235,vanila-des,50
392,-4.2032966437899235,vanila-des,50
393,-4.2032966437899235,vanila-des,50
394,-4.2032966437899235,vanila-des,50
395,-4.2032966437899235,vanila-des,50
396,-4.2032966437899235,vanila-des,50
397,-4.2032966437899235,vanila-des,50
398,-4.2032966437899235,vanila-des,50
399,-4.2032966437899235,vanila-des,50
400,-4.2032966437899235,vanila-des,50
401,-4.2032966437899235,vanila-des,50
402,-4.2032966437899235,vanila-des,50
403,-4.2032966437899235,vanila-des,50
404,-4.2032966437899235,vanila-des,50
405,-4.2032966437899235,vanila-des,50
406,-4.2032966437899235,vanila-des,50
407,-4.2032966437899235,vanila-des,50
408,-4.2032966437899235,vanila-des,50
409,-4.2032966437899235,vanila-des,50
410,-4.2032966437899235,vanila-des,50
411,-4.2032966437899235,vanila-des,50
412,-4.2032966437899235,vanila-des,50
413,-4.2032966437899235,vanila-des,50
414,-4.2032966437899235,vanila-des,50
415,-4.2032966437899235,vanila-des,50
416,-4.2032966437899235,vanila-des,50
417,-4.2032966437899235,vanila-des,50
418,-4.2032966437899235,vanila-des,50
419,-4.2032966437899235,vanila-des,50
420,-4.2032966437899235,vanila-des,50
421,-4.2032966437899235,vanila-des,50
422,-4.221073057062675,vanila-des,50
423,-4.221073057062675,vanila-des,50
424,-4.221073057062675,vanila-des,50
425,-4.221073057062675,vanila-des,50
426,-4.221073057062675,vanila-des,50
427,-4.221073057062675,vanila-des,50
428,-4.221073057062675,vanila-des,50
429,-4.221073057062675,vanila-des,50
430,-4.221073057062675,vanila-des,50
431,-4.290904863943891,vanila-des,50
432,-4.290904863943891,vanila-des,50
433,-4.290904863943891,vanila-des,50
434,-4.290904863943891,vanila-des,50
435,-4.290904863943891,vanila-des,50
436,-4.290904863943891,vanila-des,50
437,-4.290904863943891,vanila-des,50
438,-4.290904863943891,vanila-des,50
439,-4.290904863943891,vanila-des,50
440,-4.290904863943891,vanila-des,50
441,-4.290904863943891,vanila-des,50
442,-4.290904863943891,vanila-des,50
443,-4.290904863943891,vanila-des,50
444,-4.290904863943891,vanila-des,50
445,-4.290904863943891,vanila-des,50
446,-4.290904863943891,vanila-des,50
447,-4.290904863943891,vanila-des,50
448,-4.290904863943891,vanila-des,50
449,-4.290904863943891,vanila-des,50
450,-4.290904863943891,vanila-des,50
451,-4.290904863943891,vanila-des,50
452,-4.290904863943891,vanila-des,50
453,-4.290904863943891,vanila-des,50
454,-4.290904863943891,vanila-des,50
455,-4.290904863943891,vanila-des,50
456,-4.290904863943891,vanila-des,50
457,-4.290904863943891,vanila-des,50
458,-4.290904863943891,vanila-des,50
459,-4.313258662008623,vanila-des,50
460,-4.313258662008623,vanila-des,50
461,-4.313258662008623,vanila-des,50
462,-4.313258662008623,vanila-des,50
463,-4.313258662008623,vanila-des,50
464,-4.313258662008623,vanila-des,50
465,-4.313258662008623,vanila-des,50
466,-4.313258662008623,vanila-des,50
467,-4.313258662008623,vanila-des,50
468,-4.313258662008623,vanila-des,50
469,-4.313258662008623,vanila-des,50
470,-4.313258662008623,vanila-des,50
471,-4.313258662008623,vanila-des,50
472,-4.313258662008623,vanila-des,50
473,-4.313258662008623,vanila-des,50
474,-4.368277693906879,vanila-des,50
475,-4.368277693906879,vanila-des,50
476,-4.368277693906879,vanila-des,50
477,-4.368277693906879,vanila-des,50
478,-4.368277693906879,vanila-des,50
479,-4.368277693906879,vanila-des,50
480,-4.368277693906879,vanila-des,50
481,-4.368277693906879,vanila-des,50
482,-4.368277693906879,vanila-des,50
483,-4.368277693906879,vanila-des,50
484,-4.368277693906879,vanila-des,50
485,-4.368277693906879,vanila-des,50
486,-4.368277693906879,vanila-des,50
487,-4.368277693906879,vanila-des,50
488,-4.368277693906879,vanila-des,50
489,-4.368277693906879,vanila-des,50
490,-4.368277693906879,vanila-des,50
491,-4.368277693906879,vanila-des,50
492,-4.368277693906879,vanila-des,50
493,-4.368277693906879,vanila-des,50
494,-4.368277693906879,vanila-des,50
495,-4.368277693906879,vanila-des,50
496,-4.368277693906879,vanila-des,50
497,-4.368277693906879,vanila-des,50
498,-4.368277693906879,vanila-des,50
499,-4.368277693906879,vanila-des,50
500,-4.368277693906879,vanila-des,50
501,-4.368277693906879,vanila-des,50
502,-4.368277693906879,vanila-des,50
503,-4.368277693906879,vanila-des,50
504,-4.368277693906879,vanila-des,50
505,-4.368277693906879,vanila-des,50
506,-4.368277693906879,vanila-des,50
507,-4.368277693906879,vanila-des,50
508,-4.368277693906879,vanila-des,50
509,-4.368277693906879,vanila-des,50
510,-4.368277693906879,vanila-des,50
511,-4.368277693906879,vanila-des,50
512,-4.368277693906879,vanila-des,50
513,-4.368277693906879,vanila-des,50
514,-4.368277693906879,vanila-des,50
515,-4.368277693906879,vanila-des,50
516,-4.368277693906879,vanila-des,50
517,-4.368277693906879,vanila-des,50
518,-4.368277693906879,vanila-des,50
519,-4.368277693906879,vanila-des,50
520,-4.368277693906879,vanila-des,50
521,-4.368277693906879,vanila-des,50
522,-4.368277693906879,vanila-des,50
523,-4.368277693906879,vanila-des,50
524,-4.368277693906879,vanila-des,50
525,-4.368277693906879,vanila-des,50
526,-4.368277693906879,vanila-des,50
527,-4.368277693906879,vanila-des,50
528,-4.368277693906879,vanila-des,50
529,-4.368277693906879,vanila-des,50
530,-4.368277693906879,vanila-des,50
531,-4.368277693906879,vanila-des,50
532,-4.368277693906879,vanila-des,50
533,-4.368277693906879,vanila-des,50
534,-4.368277693906879,vanila-des,50
535,-4.368277693906879,vanila-des,50
536,-4.368277693906879,vanila-des,50
537,-4.368277693906879,vanila-des,50
538,-4.368277693906879,vanila-des,50
539,-4.368277693906879,vanila-des,50
540,-4.368277693906879,vanila-des,50
541,-4.368277693906879,vanila-des,50
542,-4.368277693906879,vanila-des,50
543,-4.368277693906879,vanila-des,50
544,-4.368277693906879,vanila-des,50
545,-4.368277693906879,vanila-des,50
546,-4.368277693906879,vanila-des,50
547,-4.368277693906879,vanila-des,50
548,-4.368277693906879,vanila-des,50
549,-4.368277693906879,vanila-des,50
550,-4.368277693906879,vanila-des,50
551,-4.368277693906879,vanila-des,50
552,-4.368277693906879,vanila-des,50
553,-4.368277693906879,vanila-des,50
554,-4.368277693906879,vanila-des,50
555,-4.368277693906879,vanila-des,50
556,-4.368277693906879,vanila-des,50
557,-4.368277693906879,vanila-des,50
558,-4.368277693906879,vanila-des,50
559,-4.368277693906879,vanila-des,50
560,-4.368277693906879,vanila-des,50
561,-4.368277693906879,vanila-des,50
562,-4.368277693906879,vanila-des,50
563,-4.368277693906879,vanila-des,50
564,-4.368277693906879,vanila-des,50
565,-4.368277693906879,vanila-des,50
566,-4.380799682355307,vanila-des,50
567,-4.380799682355307,vanila-des,50
568,-4.380799682355307,vanila-des,50
569,-4.380799682355307,vanila-des,50
570,-4.380799682355307,vanila-des,50
571,-4.380799682355307,vanila-des,50
572,-4.380799682355307,vanila-des,50
573,-4.380799682355307,vanila-des,50
574,-4.380799682355307,vanila-des,50
575,-4.380799682355307,vanila-des,50
576,-4.380799682355307,vanila-des,50
577,-4.380799682355307,vanila-des,50
578,-4.380799682355307,vanila-des,50
579,-4.380799682355307,vanila-des,50
580,-4.380799682355307,vanila-des,50
581,-4.380799682355307,vanila-des,50
582,-4.380799682355307,vanila-des,50
583,-4.380799682355307,vanila-des,50
584,-4.380799682355307,vanila-des,50
585,-4.380799682355307,vanila-des,50
586,-4.380799682355307,vanila-des,50
587,-4.380799682355307,vanila-des,50
588,-4.380799682355307,vanila-des,50
589,-4.380799682355307,vanila-des,50
590,-4.380799682355307,vanila-des,50
591,-4.380799682355307,vanila-des,50
592,-4.380799682355307,vanila-des,50
593,-4.380799682355307,vanila-des,50
594,-4.380799682355307,vanila-des,50
595,-4.380799682355307,vanila-des,50
596,-4.380799682355307,vanila-des,50
597,-4.380799682355307,vanila-des,50
598,-4.380799682355307,vanila-des,50
599,-4.380799682355307,vanila-des,50
600,-4.380799682355307,vanila-des,50
601,-4.380799682355307,vanila-des,50
602,-4.380799682355307,vanila-des,50
603,-4.380799682355307,vanila-des,50
604,-4.380799682355307,vanila-des,50
605,-4.380799682355307,vanila-des,50
606,-4.380799682355307,vanila-des,50
607,-4.380799682355307,vanila-des,50
608,-4.380799682355307,vanila-des,50
609,-4.380799682355307,vanila-des,50
610,-4.380799682355307,vanila-des,50
611,-4.380799682355307,vanila-des,50
612,-4.380799682355307,vanila-des,50
613,-4.380799682355307,vanila-des,50
614,-4.380799682355307,vanila-des,50
615,-4.380799682355307,vanila-des,50
616,-4.380799682355307,vanila-des,50
617,-4.380799682355307,vanila-des,50
618,-4.380799682355307,vanila-des,50
619,-4.380799682355307,vanila-des,50
620,-4.380799682355307,vanila-des,50
621,-4.380799682355307,vanila-des,50
622,-4.380799682355307,vanila-des,50
623,-4.380799682355307,vanila-des,50
624,-4.388954188239706,vanila-des,50
625,-4.388954188239706,vanila-des,50
626,-4.388954188239706,vanila-des,50
627,-4.388954188239706,vanila-des,50
628,-4.388954188239706,vanila-des,50
629,-4.388954188239706,vanila-des,50
630,-4.388954188239706,vanila-des,50
631,-4.388954188239706,vanila-des,50
632,-4.388954188239706,vanila-des,50
633,-4.388954188239706,vanila-des,50
634,-4.388954188239706,vanila-des,50
635,-4.388954188239706,vanila-des,50
636,-4.388954188239706,vanila-des,50
637,-4.388954188239706,vanila-des,50
638,-4.388954188239706,vanila-des,50
639,-4.388954188239706,vanila-des,50
640,-4.388954188239706,vanila-des,50
641,-4.388954188239706,vanila-des,50
642,-4.388954188239706,vanila-des,50
643,-4.388954188239706,vanila-des,50
644,-4.388954188239706,vanila-des,50
645,-4.388954188239706,vanila-des,50
646,-4.388954188239706,vanila-des,50
647,-4.4306131489677,vanila-des,50
648,-4.4306131489677,vanila-des,50
649,-4.4306131489677,vanila-des,50
650,-4.466083160132071,vanila-des,50
651,-4.466083160132071,vanila-des,50
652,-4.466083160132071,vanila-des,50
653,-4.466083160132071,vanila-des,50
654,-4.466083160132071,vanila-des,50
655,-4.466083160132071,vanila-des,50
656,-4.466083160132071,vanila-des,50
657,-4.466083160132071,vanila-des,50
658,-4.466083160132071,vanila-des,50
659,-4.466083160132071,vanila-des,50
660,-4.466083160132071,vanila-des,50
661,-4.466083160132071,vanila-des,50
662,-4.466083160132071,vanila-des,50
663,-4.466083160132071,vanila-des,50
664,-4.466083160132071,vanila-des,50
665,-4.466083160132071,vanila-des,50
666,-4.466083160132071,vanila-des,50
667,-4.466083160132071,vanila-des,50
668,-4.466083160132071,vanila-des,50
669,-4.466083160132071,vanila-des,50
670,-4.466083160132071,vanila-des,50
671,-4.466083160132071,vanila-des,50
672,-4.466083160132071,vanila-des,50
673,-4.466083160132071,vanila-des,50
674,-4.466083160132071,vanila-des,50
675,-4.466083160132071,vanila-des,50
676,-4.466083160132071,vanila-des,50
677,-4.466083160132071,vanila-des,50
678,-4.466083160132071,vanila-des,50
679,-4.466083160132071,vanila-des,50
680,-4.466083160132071,vanila-des,50
681,-4.466083160132071,vanila-des,50
682,-4.466083160132071,vanila-des,50
683,-4.466083160132071,vanila-des,50
684,-4.466083160132071,vanila-des,50
685,-4.466083160132071,vanila-des,50
686,-4.466083160132071,vanila-des,50
687,-4.466083160132071,vanila-des,50
688,-4.466083160132071,vanila-des,50
689,-4.466083160132071,vanila-des,50
690,-4.466083160132071,vanila-des,50
691,-4.466083160132071,vanila-des,50
692,-4.466083160132071,vanila-des,50
693,-4.466083160132071,vanila-des,50
694,-4.466083160132071,vanila-des,50
695,-4.466083160132071,vanila-des,50
696,-4.466083160132071,vanila-des,50
697,-4.466083160132071,vanila-des,50
698,-4.466083160132071,vanila-des,50
699,-4.466083160132071,vanila-des,50
700,-4.466083160132071,vanila-des,50
701,-4.466083160132071,vanila-des,50
702,-4.466083160132071,vanila-des,50
703,-4.466083160132071,vanila-des,50
704,-4.466083160132071,vanila-des,50
705,-4.466083160132071,vanila-des,50
706,-4.466083160132071,vanila-des,50
707,-4.466083160132071,vanila-des,50
708,-4.466083160132071,vanila-des,50
709,-4.466083160132071,vanila-des,50
710,-4.466083160132071,vanila-des,50
711,-4.466083160132071,vanila-des,50
712,-4.466083160132071,vanila-des,50
713,-4.466083160132071,vanila-des,50
714,-4.466083160132071,vanila-des,50
715,-4.466083160132071,vanila-des,50
716,-4.466083160132071,vanila-des,50
717,-4.466083160132071,vanila-des,50
718,-4.466083160132071,vanila-des,50
719,-4.466083160132071,vanila-des,50
720,-4.466083160132071,vanila-des,50
721,-4.466083160132071,vanila-des,50
722,-4.466083160132071,vanila-des,50
723,-4.466083160132071,vanila-des,50
