t,best,solver,dim
141,-3.3847610748196053,vanila-des,10
142,-3.3847610748196053,vanila-des,10
143,-3.4604225494316303,vanila-des,10
144,-3.4604225494316303,vanila-des,10
145,-3.560637076647501,vanila-des,10
146,-3.560637076647501,vanila-des,10
147,-3.560637076647501,vanila-des,10
148,-3.560637076647501,vanila-des,10
149,-3.560637076647501,vanila-des,10
150,-3.560637076647501,vanila-des,10
151,-3.560637076647501,vanila-des,10
152,-3.560637076647501,vanila-des,10
153,-3.560637076647501,vanila-des,10
154,-3.560637076647501,vanila-des,10
155,-3.560637076647501,vanila-des,10
156,-3.560637076647501,vanila-des,10
157,-3.560637076647501,vanila-des,10
158,-3.5727627324713205,vanila-des,10
159,-3.5727627324713205,vanila-des,10
160,-3.5727627324713205,vanila-des,10
161,-3.5727627324713205,vanila-des,10
162,-3.5727627324713205,vanila-des,10
163,-3.5727627324713205,vanila-des,10
164,-3.5727627324713205,vanila-des,10
165,-3.5727627324713205,vanila-des,10
166,-3.5727627324713205,vanila-des,10
167,-3.5727627324713205,vanila-des,10
168,-3.575563653826356,vanila-des,10
169,-3.575563653826356,vanila-des,10
170,-3.5795429625416277,vanila-des,10
171,-3.6469950873385835,vanila-des,10
172,-3.6469950873385835,vanila-des,10
173,-3.6469950873385835,vanila-des,10
174,-3.6469950873385835,vanila-des,10
175,-3.6469950873385835,vanila-des,10
176,-3.6469950873385835,vanila-des,10
177,-3.6469950873385835,vanila-des,10
178,-3.654052646787074,vanila-des,10
179,-3.654052646787074,vanila-des,10
180,-3.654052646787074,vanila-des,10
181,-3.654052646787074,vanila-des,10
182,-3.654052646787074,vanila-des,10
183,-3.654052646787074,vanila-des,10
184,-3.654052646787074,vanila-des,10
185,-3.654052646787074,vanila-des,10
186,-3.654052646787074,vanila-des,10
187,-3.654052646787074,vanila-des,10
188,-3.654052646787074,vanila-des,10
189,-3.654052646787074,vanila-des,10
190,-3.654052646787074,vanila-des,10
191,-3.654052646787074,vanila-des,10
192,-3.654052646787074,vanila-des,10
193,-3.654052646787074,vanila-des,10
194,-3.654052646787074,vanila-des,10
195,-3.654052646787074,vanila-des,10
196,-3.654052646787074,vanila-des,10
197,-3.654052646787074,vanila-des,10
198,-3.654052646787074,vanila-des,10
199,-3.654052646787074,vanila-des,10
200,-3.654052646787074,vanila-des,10
201,-3.654052646787074,vanila-des,10
202,-3.660627826085217,vanila-des,10
203,-3.660627826085217,vanila-des,10
204,-3.660627826085217,vanila-des,10
205,-3.660627826085217,vanila-des,10
206,-3.660627826085217,vanila-des,10
207,-3.660627826085217,vanila-des,10
208,-3.7652080985976575,vanila-des,10
209,-3.7805306280313538,vanila-des,10
210,-3.7805306280313538,vanila-des,10
211,-3.7805306280313538,vanila-des,10
212,-3.7805306280313538,vanila-des,10
213,-3.7805306280313538,vanila-des,10
214,-3.7805306280313538,vanila-des,10
215,-3.7805306280313538,vanila-des,10
216,-3.7805306280313538,vanila-des,10
217,-3.7805306280313538,vanila-des,10
218,-3.820384966896499,vanila-des,10
219,-3.820384966896499,vanila-des,10
220,-3.820384966896499,vanila-des,10
221,-3.820384966896499,vanila-des,10
222,-3.820384966896499,vanila-des,10
223,-3.820384966896499,vanila-des,10
224,-3.820384966896499,vanila-des,10
225,-3.820384966896499,vanila-des,10
226,-3.820384966896499,vanila-des,10
227,-3.8299968583797295,vanila-des,10
228,-3.8299968583797295,vanila-des,10
229,-3.8299968583797295,vanila-des,10
230,-3.8299968583797295,vanila-des,10
231,-3.8299968583797295,vanila-des,10
232,-3.8299968583797295,vanila-des,10
233,-3.8299968583797295,vanila-des,10
234,-3.8299968583797295,vanila-des,10
235,-3.8299968583797295,vanila-des,10
236,-3.8299968583797295,vanila-des,10
237,-3.8299968583797295,vanila-des,10
238,-3.8299968583797295,vanila-des,10
239,-3.8299968583797295,vanila-des,10
240,-3.8299968583797295,vanila-des,10
241,-3.8299968583797295,vanila-des,10
242,-3.8299968583797295,vanila-des,10
243,-3.8299968583797295,vanila-des,10
244,-3.8299968583797295,vanila-des,10
245,-3.8299968583797295,vanila-des,10
246,-3.8299968583797295,vanila-des,10
247,-3.8299968583797295,vanila-des,10
248,-3.8299968583797295,vanila-des,10
249,-3.8299968583797295,vanila-des,10
250,-3.8299968583797295,vanila-des,10
251,-3.8299968583797295,vanila-des,10
252,-3.8299968583797295,vanila-des,10
253,-3.8299968583797295,vanila-des,10
254,-3.8299968583797295,vanila-des,10
255,-3.8299968583797295,vanila-des,10
256,-3.8299968583797295,vanila-des,10
257,-3.8299968583797295,vanila-des,10
258,-3.8299968583797295,vanila-des,10
259,-3.8767885523225742,vanila-des,10
260,-3.8767885523225742,vanila-des,10
261,-3.8767885523225742,vanila-des,10
262,-3.8767885523225742,vanila-des,10
263,-3.8767885523225742,vanila-des,10
264,-3.8767885523225742,vanila-des,10
265,-3.8767885523225742,vanila-des,10
266,-3.8767885523225742,vanila-des,10
267,-3.8767885523225742,vanila-des,10
268,-3.8767885523225742,vanila-des,10
269,-3.8767885523225742,vanila-des,10
270,-3.8767885523225742,vanila-des,10
271,-3.8767885523225742,vanila-des,10
272,-3.8767885523225742,vanila-des,10
273,-3.8767885523225742,vanila-des,10
274,-3.8767885523225742,vanila-des,10
275,-3.8767885523225742,vanila-des,10
276,-3.8767885523225742,vanila-des,10
277,-3.8767885523225742,vanila-des,10
278,-3.8767885523225742,vanila-des,10
279,-3.8767885523225742,vanila-des,10
280,-3.8767885523225742,vanila-des,10
281,-3.8767885523225742,vanila-des,10
282,-3.8767885523225742,vanila-des,10
283,-3.8767885523225742,vanila-des,10
284,-3.8767885523225742,vanila-des,10
285,-3.8767885523225742,vanila-des,10
286,-3.8767885523225742,vanila-des,10
287,-3.8767885523225742,vanila-des,10
288,-3.8767885523225742,vanila-des,10
289,-3.8767885523225742,vanila-des,10
290,-3.8767885523225742,vanila-des,10
291,-3.8767885523225742,vanila-des,10
292,-3.8767885523225742,vanila-des,10
293,-3.8767885523225742,vanila-des,10
294,-3.8767885523225742,vanila-des,10
295,-3.8767885523225742,vanila-des,10
296,-3.8767885523225742,vanila-des,10
297,-3.8767885523225742,vanila-des,10
298,-3.8767885523225742,vanila-des,10
299,-3.8767885523225742,vanila-des,10
300,-3.8767885523225742,vanila-des,10
301,-3.8767885523225742,vanila-des,10
302,-3.8767885523225742,vanila-des,10
303,-3.8767885523225742,vanila-des,10
304,-3.8767885523225742,vanila-des,10
305,-3.8767885523225742,vanila-des,10
306,-3.8767885523225742,vanila-des,10
307,-3.8767885523225742,vanila-des,10
308,-3.8767885523225742,vanila-des,10
309,-3.8767885523225742,vanila-des,10
310,-3.8767885523225742,vanila-des,10
311,-3.8767885523225742,vanila-des,10
312,-3.8767885523225742,vanila-des,10
313,-3.8767885523225742,vanila-des,10
314,-3.8767885523225742,vanila-des,10
315,-3.8767885523225742,vanila-des,10
316,-3.8767885523225742,vanila-des,10
317,-3.8767885523225742,vanila-des,10
318,-3.8767885523225742,vanila-des,10
319,-3.8767885523225742,vanila-des,10
320,-3.8767885523225742,vanila-des,10
321,-3.93819805520369,vanila-des,10
322,-3.93819805520369,vanila-des,10
323,-3.93819805520369,vanila-des,10
324,-3.93819805520369,vanila-des,10
325,-3.93819805520369,vanila-des,10
326,-3.93819805520369,vanila-des,10
327,-3.93819805520369,vanila-des,10
328,-3.93819805520369,vanila-des,10
329,-3.93819805520369,vanila-des,10
330,-3.93819805520369,vanila-des,10
331,-3.93819805520369,vanila-des,10
332,-3.93819805520369,vanila-des,10
333,-3.93819805520369,vanila-des,10
334,-3.93819805520369,vanila-des,10
335,-3.93819805520369,vanila-des,10
336,-3.93819805520369,vanila-des,10
337,-4.028431533341368,vanila-des,10
338,-4.028431533341368,vanila-des,10
339,-4.028431533341368,vanila-des,10
340,-4.028431533341368,vanila-des,10
341,-4.028431533341368,vanila-des,10
342,-4.028431533341368,vanila-des,10
343,-4.028431533341368,vanila-des,10
344,-4.028431533341368,vanila-des,10
345,-4.028431533341368,vanila-des,10
346,-4.028431533341368,vanila-des,10
347,-4.028431533341368,vanila-des,10
348,-4.028431533341368,vanila-des,10
349,-4.028431533341368,vanila-des,10
350,-4.028431533341368,vanila-des,10
351,-4.028431533341368,vanila-des,10
352,-4.028431533341368,vanila-des,10
353,-4.028431533341368,vanila-des,10
354,-4.028431533341368,vanila-des,10
355,-4.028431533341368,vanila-des,10
356,-4.028431533341368,vanila-des,10
357,-4.028431533341368,vanila-des,10
358,-4.028431533341368,vanila-des,10
359,-4.028431533341368,vanila-des,10
360,-4.031721711174701,vanila-des,10
361,-4.031721711174701,vanila-des,10
362,-4.031721711174701,vanila-des,10
363,-4.031721711174701,vanila-des,10
364,-4.031721711174701,vanila-des,10
365,-4.031721711174701,vanila-des,10
366,-4.031721711174701,vanila-des,10
367,-4.031721711174701,vanila-des,10
368,-4.031721711174701,vanila-des,10
369,-4.031721711174701,vanila-des,10
370,-4.031721711174701,vanila-des,10
371,-4.031721711174701,vanila-des,10
372,-4.031721711174701,vanila-des,10
373,-4.031721711174701,vanila-des,10
374,-4.031721711174701,vanila-des,10
375,-4.031721711174701,vanila-des,10
376,-4.031721711174701,vanila-des,10
377,-4.031721711174701,vanila-des,10
378,-4.031721711174701,vanila-des,10
379,-4.031721711174701,vanila-des,10
380,-4.031721711174701,vanila-des,10
381,-4.031721711174701,vanila-des,10
382,-4.031721711174701,vanila-des,10
383,-4.031721711174701,vanila-des,10
384,-4.031721711174701,vanila-des,10
385,-4.031721711174701,vanila-des,10
386,-4.031721711174701,vanila-des,10
387,-4.066970642116041,vanila-des,10
388,-4.066970642116041,vanila-des,10
389,-4.066970642116041,vanila-des,10
390,-4.066970642116041,vanila-des,10
391,-4.066970642116041,vanila-des,10
392,-4.066970642116041,vanila-des,10
393,-4.066970642116041,vanila-des,10
394,-4.066970642116041,vanila-des,10
395,-4.066970642116041,vanila-des,10
396,-4.066970642116041,vanila-des,10
397,-4.066970642116041,vanila-des,10
398,-4.066970642116041,vanila-des,10
399,-4.066970642116041,vanila-des,10
400,-4.066970642116041,vanila-des,10
401,-4.066970642116041,vanila-des,10
402,-4.066970642116041,vanila-des,10
403,-4.066970642116041,vanila-des,10
404,-4.066970642116041,vanila-des,10
405,-4.066970642116041,vanila-des,10
406,-4.066970642116041,vanila-des,10
407,-4.066970642116041,vanila-des,10
408,-4.066970642116041,vanila-des,10
409,-4.066970642116041,vanila-des,10
410,-4.066970642116041,vanila-des,10
411,-4.07898218591304,vanila-des,10
412,-4.07898218591304,vanila-des,10
413,-4.07898218591304,vanila-des,10
414,-4.07898218591304,vanila-des,10
415,-4.07898218591304,vanila-des,10
416,-4.07898218591304,vanila-des,10
417,-4.07898218591304,vanila-des,10
418,-4.07898218591304,vanila-des,10
419,-4.07898218591304,vanila-des,10
420,-4.07898218591304,vanila-des,10
421,-4.07898218591304,vanila-des,10
422,-4.07898218591304,vanila-des,10
423,-4.07898218591304,vanila-des,10
424,-4.07898218591304,vanila-des,10
425,-4.07898218591304,vanila-des,10
426,-4.07898218591304,vanila-des,10
427,-4.07898218591304,vanila-des,10
428,-4.07898218591304,vanila-des,10
429,-4.07898218591304,vanila-des,10
430,-4.07898218591304,vanila-des,10
431,-4.07898218591304,vanila-des,10
432,-4.07898218591304,vanila-des,10
433,-4.07898218591304,vanila-des,10
434,-4.07898218591304,vanila-des,10
435,-4.07898218591304,vanila-des,10
436,-4.07898218591304,vanila-des,10
437,-4.07898218591304,vanila-des,10
438,-4.07898218591304,vanila-des,10
439,-4.07898218591304,vanila-des,10
440,-4.07898218591304,vanila-des,10
441,-4.07898218591304,vanila-des,10
442,-4.07898218591304,vanila-des,10
443,-4.07898218591304,vanila-des,10
444,-4.07898218591304,vanila-des,10
445,-4.07898218591304,vanila-des,10
446,-4.07898218591304,vanila-des,10
447,-4.07898218591304,vanila-des,10
448,-4.07898218591304,vanila-des,10
449,-4.07898218591304,vanila-des,10
450,-4.07898218591304,vanila-des,10
451,-4.07898218591304,vanila-des,10
452,-4.07898218591304,vanila-des,10
453,-4.07898218591304,vanila-des,10
454,-4.07898218591304,vanila-des,10
455,-4.087750298481771,vanila-des,10
456,-4.087750298481771,vanila-des,10
457,-4.128548606648073,vanila-des,10
458,-4.128548606648073,vanila-des,10
459,-4.128548606648073,vanila-des,10
460,-4.128548606648073,vanila-des,10
461,-4.128548606648073,vanila-des,10
462,-4.128548606648073,vanila-des,10
463,-4.128548606648073,vanila-des,10
464,-4.128548606648073,vanila-des,10
465,-4.128548606648073,vanila-des,10
466,-4.128548606648073,vanila-des,10
467,-4.128548606648073,vanila-des,10
468,-4.128548606648073,vanila-des,10
469,-4.128548606648073,vanila-des,10
470,-4.128548606648073,vanila-des,10
471,-4.128548606648073,vanila-des,10
472,-4.128548606648073,vanila-des,10
473,-4.128548606648073,vanila-des,10
474,-4.128548606648073,vanila-des,10
475,-4.128548606648073,vanila-des,10
476,-4.128548606648073,vanila-des,10
477,-4.128548606648073,vanila-des,10
478,-4.128548606648073,vanila-des,10
479,-4.128548606648073,vanila-des,10
480,-4.128548606648073,vanila-des,10
481,-4.128548606648073,vanila-des,10
482,-4.128548606648073,vanila-des,10
483,-4.128548606648073,vanila-des,10
484,-4.128548606648073,vanila-des,10
485,-4.128548606648073,vanila-des,10
486,-4.128548606648073,vanila-des,10
487,-4.128548606648073,vanila-des,10
488,-4.128548606648073,vanila-des,10
489,-4.128548606648073,vanila-des,10
490,-4.128548606648073,vanila-des,10
491,-4.128548606648073,vanila-des,10
492,-4.128548606648073,vanila-des,10
493,-4.128548606648073,vanila-des,10
494,-4.128548606648073,vanila-des,10
495,-4.128548606648073,vanila-des,10
496,-4.128548606648073,vanila-des,10
497,-4.128548606648073,vanila-des,10
498,-4.128548606648073,vanila-des,10
499,-4.128548606648073,vanila-des,10
500,-4.128548606648073,vanila-des,10
501,-4.128548606648073,vanila-des,10
502,-4.128548606648073,vanila-des,10
503,-4.128548606648073,vanila-des,10
504,-4.128548606648073,vanila-des,10
505,-4.128548606648073,vanila-des,10
506,-4.128548606648073,vanila-des,10
507,-4.128548606648073,vanila-des,10
508,-4.128548606648073,vanila-des,10
509,-4.128548606648073,vanila-des,10
510,-4.128548606648073,vanila-des,10
511,-4.128548606648073,vanila-des,10
512,-4.128548606648073,vanila-des,10
513,-4.128548606648073,vanila-des,10
514,-4.128548606648073,vanila-des,10
515,-4.128548606648073,vanila-des,10
516,-4.128548606648073,vanila-des,10
517,-4.128548606648073,vanila-des,10
518,-4.128548606648073,vanila-des,10
519,-4.128548606648073,vanila-des,10
520,-4.128548606648073,vanila-des,10
521,-4.128548606648073,vanila-des,10
522,-4.128548606648073,vanila-des,10
523,-4.128548606648073,vanila-des,10
524,-4.128548606648073,vanila-des,10
525,-4.128548606648073,vanila-des,10
526,-4.128548606648073,vanila-des,10
527,-4.128548606648073,vanila-des,10
528,-4.128548606648073,vanila-des,10
529,-4.128548606648073,vanila-des,10
530,-4.128548606648073,vanila-des,10
531,-4.128548606648073,vanila-des,10
532,-4.128548606648073,vanila-des,10
533,-4.128548606648073,vanila-des,10
534,-4.128548606648073,vanila-des,10
535,-4.128548606648073,vanila-des,10
536,-4.128548606648073,vanila-des,10
537,-4.128548606648073,vanila-des,10
538,-4.128548606648073,vanila-des,10
539,-4.128548606648073,vanila-des,10
540,-4.128548606648073,vanila-des,10
541,-4.128548606648073,vanila-des,10
542,-4.128548606648073,vanila-des,10
543,-4.128548606648073,vanila-des,10
544,-4.128548606648073,vanila-des,10
545,-4.128548606648073,vanila-des,10
546,-4.128548606648073,vanila-des,10
547,-4.128548606648073,vanila-des,10
548,-4.128548606648073,vanila-des,10
549,-4.128548606648073,vanila-des,10
550,-4.128548606648073,vanila-des,10
551,-4.128548606648073,vanila-des,10
552,-4.128548606648073,vanila-des,10
553,-4.128548606648073,vanila-des,10
554,-4.128548606648073,vanila-des,10
555,-4.128548606648073,vanila-des,10
556,-4.128548606648073,vanila-des,10
557,-4.128548606648073,vanila-des,10
558,-4.128548606648073,vanila-des,10
559,-4.128548606648073,vanila-des,10
560,-4.128548606648073,vanila-des,10
561,-4.128548606648073,vanila-des,10
562,-4.128548606648073,vanila-des,10
563,-4.128548606648073,vanila-des,10
564,-4.128548606648073,vanila-des,10
565,-4.128548606648073,vanila-des,10
566,-4.128548606648073,vanila-des,10
567,-4.128548606648073,vanila-des,10
568,-4.128548606648073,vanila-des,10
569,-4.128548606648073,vanila-des,10
570,-4.128548606648073,vanila-des,10
571,-4.128548606648073,vanila-des,10
572,-4.128548606648073,vanila-des,10
573,-4.128548606648073,vanila-des,10
574,-4.128548606648073,vanila-des,10
575,-4.128548606648073,vanila-des,10
576,-4.128548606648073,vanila-des,10
577,-4.128548606648073,vanila-des,10
578,-4.128548606648073,vanila-des,10
579,-4.128548606648073,vanila-des,10
580,-4.128548606648073,vanila-des,10
581,-4.128548606648073,vanila-des,10
582,-4.128548606648073,vanila-des,10
583,-4.128548606648073,vanila-des,10
584,-4.128548606648073,vanila-des,10
585,-4.128548606648073,vanila-des,10
586,-4.128548606648073,vanila-des,10
587,-4.128548606648073,vanila-des,10
588,-4.128548606648073,vanila-des,10
589,-4.128548606648073,vanila-des,10
590,-4.128548606648073,vanila-des,10
591,-4.128548606648073,vanila-des,10
592,-4.128548606648073,vanila-des,10
593,-4.128548606648073,vanila-des,10
594,-4.128548606648073,vanila-des,10
595,-4.128548606648073,vanila-des,10
596,-4.128548606648073,vanila-des,10
597,-4.128548606648073,vanila-des,10
598,-4.128548606648073,vanila-des,10
599,-4.128548606648073,vanila-des,10
600,-4.128548606648073,vanila-des,10
601,-4.131254767742735,vanila-des,10
602,-4.131254767742735,vanila-des,10
603,-4.131254767742735,vanila-des,10
604,-4.131254767742735,vanila-des,10
605,-4.131254767742735,vanila-des,10
606,-4.131254767742735,vanila-des,10
607,-4.131254767742735,vanila-des,10
608,-4.131254767742735,vanila-des,10
609,-4.131254767742735,vanila-des,10
610,-4.131254767742735,vanila-des,10
611,-4.179266653756253,vanila-des,10
612,-4.179266653756253,vanila-des,10
613,-4.179266653756253,vanila-des,10
614,-4.179266653756253,vanila-des,10
615,-4.179266653756253,vanila-des,10
616,-4.179266653756253,vanila-des,10
617,-4.179266653756253,vanila-des,10
618,-4.179266653756253,vanila-des,10
619,-4.179266653756253,vanila-des,10
620,-4.179266653756253,vanila-des,10
621,-4.179266653756253,vanila-des,10
622,-4.179266653756253,vanila-des,10
623,-4.179266653756253,vanila-des,10
624,-4.179266653756253,vanila-des,10
625,-4.179266653756253,vanila-des,10
626,-4.179266653756253,vanila-des,10
627,-4.179266653756253,vanila-des,10
628,-4.179266653756253,vanila-des,10
629,-4.179266653756253,vanila-des,10
630,-4.179266653756253,vanila-des,10
631,-4.179266653756253,vanila-des,10
632,-4.179266653756253,vanila-des,10
633,-4.179266653756253,vanila-des,10
634,-4.179266653756253,vanila-des,10
635,-4.179266653756253,vanila-des,10
636,-4.179266653756253,vanila-des,10
637,-4.20555361200446,vanila-des,10
638,-4.20555361200446,vanila-des,10
639,-4.20555361200446,vanila-des,10
640,-4.20555361200446,vanila-des,10
641,-4.20555361200446,vanila-des,10
642,-4.20555361200446,vanila-des,10
643,-4.20555361200446,vanila-des,10
644,-4.20555361200446,vanila-des,10
645,-4.20555361200446,vanila-des,10
646,-4.20555361200446,vanila-des,10
647,-4.20555361200446,vanila-des,10
648,-4.20555361200446,vanila-des,10
649,-4.20555361200446,vanila-des,10
650,-4.20555361200446,vanila-des,10
651,-4.20555361200446,vanila-des,10
652,-4.20555361200446,vanila-des,10
653,-4.20555361200446,vanila-des,10
654,-4.20555361200446,vanila-des,10
655,-4.20555361200446,vanila-des,10
656,-4.20555361200446,vanila-des,10
657,-4.20555361200446,vanila-des,10
658,-4.20555361200446,vanila-des,10
659,-4.20555361200446,vanila-des,10
660,-4.20555361200446,vanila-des,10
661,-4.20555361200446,vanila-des,10
662,-4.20555361200446,vanila-des,10
663,-4.20555361200446,vanila-des,10
664,-4.20555361200446,vanila-des,10
665,-4.20555361200446,vanila-des,10
666,-4.20555361200446,vanila-des,10
667,-4.20555361200446,vanila-des,10
668,-4.20555361200446,vanila-des,10
669,-4.20555361200446,vanila-des,10
670,-4.20555361200446,vanila-des,10
671,-4.20555361200446,vanila-des,10
672,-4.20555361200446,vanila-des,10
673,-4.20555361200446,vanila-des,10
674,-4.20555361200446,vanila-des,10
675,-4.20555361200446,vanila-des,10
676,-4.20555361200446,vanila-des,10
677,-4.20555361200446,vanila-des,10
678,-4.20555361200446,vanila-des,10
679,-4.20555361200446,vanila-des,10
680,-4.20555361200446,vanila-des,10
681,-4.20555361200446,vanila-des,10
682,-4.20555361200446,vanila-des,10
683,-4.20555361200446,vanila-des,10
684,-4.20555361200446,vanila-des,10
685,-4.20555361200446,vanila-des,10
686,-4.20555361200446,vanila-des,10
687,-4.20555361200446,vanila-des,10
688,-4.20555361200446,vanila-des,10
689,-4.20555361200446,vanila-des,10
690,-4.20555361200446,vanila-des,10
691,-4.20555361200446,vanila-des,10
692,-4.20555361200446,vanila-des,10
693,-4.20555361200446,vanila-des,10
694,-4.20555361200446,vanila-des,10
695,-4.20555361200446,vanila-des,10
696,-4.20555361200446,vanila-des,10
697,-4.20555361200446,vanila-des,10
698,-4.20555361200446,vanila-des,10
699,-4.20555361200446,vanila-des,10
700,-4.20555361200446,vanila-des,10
701,-4.20555361200446,vanila-des,10
702,-4.20555361200446,vanila-des,10
703,-4.209687530522135,vanila-des,10
704,-4.209687530522135,vanila-des,10
705,-4.209687530522135,vanila-des,10
706,-4.209687530522135,vanila-des,10
707,-4.209687530522135,vanila-des,10
708,-4.209687530522135,vanila-des,10
709,-4.209687530522135,vanila-des,10
710,-4.209687530522135,vanila-des,10
711,-4.209687530522135,vanila-des,10
712,-4.209687530522135,vanila-des,10
713,-4.209687530522135,vanila-des,10
714,-4.209687530522135,vanila-des,10
715,-4.209687530522135,vanila-des,10
716,-4.209687530522135,vanila-des,10
717,-4.209687530522135,vanila-des,10
718,-4.209687530522135,vanila-des,10
719,-4.209687530522135,vanila-des,10
720,-4.209687530522135,vanila-des,10
721,-4.209687530522135,vanila-des,10
722,-4.209687530522135,vanila-des,10
723,-4.209687530522135,vanila-des,10
724,-4.209687530522135,vanila-des,10
