t,best,solver,dim
1243,-4.274206294050002,vanila-des,10
1244,-4.274206294050002,vanila-des,10
1245,-4.274206294050002,vanila-des,10
1246,-4.274206294050002,vanila-des,10
1247,-4.2796514500620635,vanila-des,10
1248,-4.2796514500620635,vanila-des,10
1249,-4.2796514500620635,vanila-des,10
1250,-4.2796514500620635,vanila-des,10
1251,-4.2796514500620635,vanila-des,10
1252,-4.2796514500620635,vanila-des,10
1253,-4.2796514500620635,vanila-des,10
1254,-4.2796514500620635,vanila-des,10
1255,-4.2796514500620635,vanila-des,10
1256,-4.2796514500620635,vanila-des,10
1257,-4.2796514500620635,vanila-des,10
1258,-4.2796514500620635,vanila-des,10
1259,-4.2796514500620635,vanila-des,10
1260,-4.2796514500620635,vanila-des,10
1261,-4.2796514500620635,vanila-des,10
1262,-4.2796514500620635,vanila-des,10
1263,-4.2796514500620635,vanila-des,10
1264,-4.2796514500620635,vanila-des,10
1265,-4.2796514500620635,vanila-des,10
1266,-4.2796514500620635,vanila-des,10
1267,-4.2796514500620635,vanila-des,10
1268,-4.2796514500620635,vanila-des,10
1269,-4.2796514500620635,vanila-des,10
1270,-4.2796514500620635,vanila-des,10
1271,-4.2796514500620635,vanila-des,10
1272,-4.2796514500620635,vanila-des,10
1273,-4.2796514500620635,vanila-des,10
1274,-4.2796514500620635,vanila-des,10
1275,-4.2796514500620635,vanila-des,10
1276,-4.2796514500620635,vanila-des,10
1277,-4.2796514500620635,vanila-des,10
1278,-4.2796514500620635,vanila-des,10
1279,-4.2796514500620635,vanila-des,10
1280,-4.2796514500620635,vanila-des,10
1281,-4.2796514500620635,vanila-des,10
1282,-4.2796514500620635,vanila-des,10
1283,-4.2796514500620635,vanila-des,10
1284,-4.2796514500620635,vanila-des,10
1285,-4.2796514500620635,vanila-des,10
1286,-4.2796514500620635,vanila-des,10
1287,-4.2796514500620635,vanila-des,10
1288,-4.2796514500620635,vanila-des,10
1289,-4.2796514500620635,vanila-des,10
1290,-4.2796514500620635,vanila-des,10
1291,-4.2796514500620635,vanila-des,10
1292,-4.2796514500620635,vanila-des,10
1293,-4.2796514500620635,vanila-des,10
1294,-4.2796514500620635,vanila-des,10
1295,-4.2796514500620635,vanila-des,10
1296,-4.2796514500620635,vanila-des,10
1297,-4.2796514500620635,vanila-des,10
1298,-4.2796514500620635,vanila-des,10
1299,-4.2796514500620635,vanila-des,10
1300,-4.2796514500620635,vanila-des,10
1301,-4.2796514500620635,vanila-des,10
1302,-4.2796514500620635,vanila-des,10
1303,-4.2796514500620635,vanila-des,10
1304,-4.2796514500620635,vanila-des,10
1305,-4.2796514500620635,vanila-des,10
1306,-4.2796514500620635,vanila-des,10
1307,-4.2796514500620635,vanila-des,10
1308,-4.2796514500620635,vanila-des,10
1309,-4.2796514500620635,vanila-des,10
1310,-4.2796514500620635,vanila-des,10
1311,-4.2796514500620635,vanila-des,10
1312,-4.2796514500620635,vanila-des,10
1313,-4.2796514500620635,vanila-des,10
1314,-4.2796514500620635,vanila-des,10
1315,-4.2796514500620635,vanila-des,10
1316,-4.2796514500620635,vanila-des,10
1317,-4.2796514500620635,vanila-des,10
1318,-4.2796514500620635,vanila-des,10
1319,-4.2796514500620635,vanila-des,10
1320,-4.2796514500620635,vanila-des,10
1321,-4.2796514500620635,vanila-des,10
1322,-4.2796514500620635,vanila-des,10
1323,-4.2796514500620635,vanila-des,10
1324,-4.2796514500620635,vanila-des,10
1325,-4.2796514500620635,vanila-des,10
1326,-4.2796514500620635,vanila-des,10
1327,-4.2796514500620635,vanila-des,10
1328,-4.2796514500620635,vanila-des,10
1329,-4.2796514500620635,vanila-des,10
1330,-4.2796514500620635,vanila-des,10
1331,-4.2796514500620635,vanila-des,10
1332,-4.2796514500620635,vanila-des,10
1333,-4.2796514500620635,vanila-des,10
1334,-4.2796514500620635,vanila-des,10
1335,-4.2796514500620635,vanila-des,10
1336,-4.2796514500620635,vanila-des,10
1337,-4.2796514500620635,vanila-des,10
1338,-4.2796514500620635,vanila-des,10
1339,-4.2796514500620635,vanila-des,10
1340,-4.2796514500620635,vanila-des,10
1341,-4.2796514500620635,vanila-des,10
1342,-4.2796514500620635,vanila-des,10
1343,-4.2796514500620635,vanila-des,10
1344,-4.2796514500620635,vanila-des,10
1345,-4.2796514500620635,vanila-des,10
1346,-4.2796514500620635,vanila-des,10
1347,-4.2796514500620635,vanila-des,10
1348,-4.2796514500620635,vanila-des,10
1349,-4.2796514500620635,vanila-des,10
1350,-4.2796514500620635,vanila-des,10
1351,-4.2796514500620635,vanila-des,10
1352,-4.283747143275734,vanila-des,10
1353,-4.283747143275734,vanila-des,10
1354,-4.283747143275734,vanila-des,10
1355,-4.283747143275734,vanila-des,10
1356,-4.283747143275734,vanila-des,10
1357,-4.283747143275734,vanila-des,10
1358,-4.283747143275734,vanila-des,10
1359,-4.283747143275734,vanila-des,10
1360,-4.283747143275734,vanila-des,10
1361,-4.283747143275734,vanila-des,10
1362,-4.283747143275734,vanila-des,10
1363,-4.283747143275734,vanila-des,10
1364,-4.283747143275734,vanila-des,10
1365,-4.283747143275734,vanila-des,10
1366,-4.283747143275734,vanila-des,10
1367,-4.283747143275734,vanila-des,10
1368,-4.283747143275734,vanila-des,10
1369,-4.283747143275734,vanila-des,10
1370,-4.283747143275734,vanila-des,10
1371,-4.283747143275734,vanila-des,10
1372,-4.283747143275734,vanila-des,10
1373,-4.283747143275734,vanila-des,10
1374,-4.283747143275734,vanila-des,10
1375,-4.283747143275734,vanila-des,10
1376,-4.283747143275734,vanila-des,10
1377,-4.283747143275734,vanila-des,10
1378,-4.283747143275734,vanila-des,10
1379,-4.283747143275734,vanila-des,10
1380,-4.283747143275734,vanila-des,10
1381,-4.283747143275734,vanila-des,10
1382,-4.283747143275734,vanila-des,10
1383,-4.283747143275734,vanila-des,10
1384,-4.283747143275734,vanila-des,10
1385,-4.283747143275734,vanila-des,10
1386,-4.283747143275734,vanila-des,10
1387,-4.283747143275734,vanila-des,10
1388,-4.283747143275734,vanila-des,10
1389,-4.283747143275734,vanila-des,10
1390,-4.283747143275734,vanila-des,10
1391,-4.283747143275734,vanila-des,10
1392,-4.283747143275734,vanila-des,10
1393,-4.283747143275734,vanila-des,10
1394,-4.283747143275734,vanila-des,10
1395,-4.283747143275734,vanila-des,10
1396,-4.283747143275734,vanila-des,10
1397,-4.283747143275734,vanila-des,10
1398,-4.283747143275734,vanila-des,10
1399,-4.283747143275734,vanila-des,10
1400,-4.283747143275734,vanila-des,10
1401,-4.283747143275734,vanila-des,10
1402,-4.283747143275734,vanila-des,10
1403,-4.283747143275734,vanila-des,10
1404,-4.283747143275734,vanila-des,10
1405,-4.283747143275734,vanila-des,10
1406,-4.283747143275734,vanila-des,10
1407,-4.283747143275734,vanila-des,10
1408,-4.283747143275734,vanila-des,10
1409,-4.283747143275734,vanila-des,10
1410,-4.283747143275734,vanila-des,10
1411,-4.283747143275734,vanila-des,10
1412,-4.283747143275734,vanila-des,10
1413,-4.283747143275734,vanila-des,10
1414,-4.283747143275734,vanila-des,10
1415,-4.283747143275734,vanila-des,10
1416,-4.283747143275734,vanila-des,10
1417,-4.283747143275734,vanila-des,10
1418,-4.283747143275734,vanila-des,10
1419,-4.283747143275734,vanila-des,10
1420,-4.283747143275734,vanila-des,10
1421,-4.283747143275734,vanila-des,10
1422,-4.283747143275734,vanila-des,10
1423,-4.283747143275734,vanila-des,10
1424,-4.283747143275734,vanila-des,10
1425,-4.283747143275734,vanila-des,10
1426,-4.283747143275734,vanila-des,10
1427,-4.283747143275734,vanila-des,10
1428,-4.283747143275734,vanila-des,10
1429,-4.283747143275734,vanila-des,10
1430,-4.283747143275734,vanila-des,10
1431,-4.283747143275734,vanila-des,10
1432,-4.283747143275734,vanila-des,10
1433,-4.283747143275734,vanila-des,10
1434,-4.283747143275734,vanila-des,10
1435,-4.283747143275734,vanila-des,10
1436,-4.283747143275734,vanila-des,10
1437,-4.283747143275734,vanila-des,10
1438,-4.283747143275734,vanila-des,10
1439,-4.283747143275734,vanila-des,10
1440,-4.283747143275734,vanila-des,10
1441,-4.283747143275734,vanila-des,10
1442,-4.283747143275734,vanila-des,10
1443,-4.283747143275734,vanila-des,10
1444,-4.283747143275734,vanila-des,10
1445,-4.283747143275734,vanila-des,10
1446,-4.283747143275734,vanila-des,10
1447,-4.283747143275734,vanila-des,10
1448,-4.283747143275734,vanila-des,10
1449,-4.283747143275734,vanila-des,10
1450,-4.283747143275734,vanila-des,10
1451,-4.283747143275734,vanila-des,10
1452,-4.283747143275734,vanila-des,10
1453,-4.283747143275734,vanila-des,10
1454,-4.283747143275734,vanila-des,10
1455,-4.283747143275734,vanila-des,10
1456,-4.283747143275734,vanila-des,10
1457,-4.283747143275734,vanila-des,10
1458,-4.283747143275734,vanila-des,10
1459,-4.283747143275734,vanila-des,10
1460,-4.283747143275734,vanila-des,10
1461,-4.283747143275734,vanila-des,10
1462,-4.283747143275734,vanila-des,10
1463,-4.283747143275734,vanila-des,10
1464,-4.283747143275734,vanila-des,10
1465,-4.283747143275734,vanila-des,10
1466,-4.283747143275734,vanila-des,10
1467,-4.283747143275734,vanila-des,10
1468,-4.283747143275734,vanila-des,10
1469,-4.283747143275734,vanila-des,10
1470,-4.283747143275734,vanila-des,10
1471,-4.283747143275734,vanila-des,10
1472,-4.283747143275734,vanila-des,10
1473,-4.283747143275734,vanila-des,10
1474,-4.283747143275734,vanila-des,10
1475,-4.283747143275734,vanila-des,10
1476,-4.283747143275734,vanila-des,10
1477,-4.283747143275734,vanila-des,10
1478,-4.283747143275734,vanila-des,10
1479,-4.283747143275734,vanila-des,10
1480,-4.283747143275734,vanila-des,10
1481,-4.283747143275734,vanila-des,10
1482,-4.283747143275734,vanila-des,10
1483,-4.283747143275734,vanila-des,10
1484,-4.283747143275734,vanila-des,10
1485,-4.283747143275734,vanila-des,10
1486,-4.283747143275734,vanila-des,10
1487,-4.283747143275734,vanila-des,10
1488,-4.283747143275734,vanila-des,10
1489,-4.283747143275734,vanila-des,10
1490,-4.283747143275734,vanila-des,10
1491,-4.283747143275734,vanila-des,10
1492,-4.283747143275734,vanila-des,10
1493,-4.283747143275734,vanila-des,10
1494,-4.283747143275734,vanila-des,10
1495,-4.283747143275734,vanila-des,10
1496,-4.283747143275734,vanila-des,10
1497,-4.283747143275734,vanila-des,10
1498,-4.283747143275734,vanila-des,10
1499,-4.283747143275734,vanila-des,10
1500,-4.283747143275734,vanila-des,10
1501,-4.283747143275734,vanila-des,10
1502,-4.283747143275734,vanila-des,10
1503,-4.283747143275734,vanila-des,10
1504,-4.283747143275734,vanila-des,10
1505,-4.283747143275734,vanila-des,10
1506,-4.283747143275734,vanila-des,10
1507,-4.283747143275734,vanila-des,10
1508,-4.283747143275734,vanila-des,10
1509,-4.283747143275734,vanila-des,10
1510,-4.283747143275734,vanila-des,10
1511,-4.283747143275734,vanila-des,10
1512,-4.283747143275734,vanila-des,10
1513,-4.283747143275734,vanila-des,10
1514,-4.283747143275734,vanila-des,10
1515,-4.283747143275734,vanila-des,10
1516,-4.283747143275734,vanila-des,10
1517,-4.283747143275734,vanila-des,10
1518,-4.283747143275734,vanila-des,10
1519,-4.283747143275734,vanila-des,10
1520,-4.283747143275734,vanila-des,10
1521,-4.283747143275734,vanila-des,10
1522,-4.283747143275734,vanila-des,10
1523,-4.283747143275734,vanila-des,10
1524,-4.283747143275734,vanila-des,10
1525,-4.283747143275734,vanila-des,10
1526,-4.283747143275734,vanila-des,10
1527,-4.283747143275734,vanila-des,10
1528,-4.283747143275734,vanila-des,10
1529,-4.283747143275734,vanila-des,10
1530,-4.283747143275734,vanila-des,10
1531,-4.283747143275734,vanila-des,10
1532,-4.283747143275734,vanila-des,10
1533,-4.283747143275734,vanila-des,10
1534,-4.283747143275734,vanila-des,10
1535,-4.283747143275734,vanila-des,10
1536,-4.283747143275734,vanila-des,10
1537,-4.283747143275734,vanila-des,10
1538,-4.283747143275734,vanila-des,10
1539,-4.283747143275734,vanila-des,10
1540,-4.283747143275734,vanila-des,10
1541,-4.283747143275734,vanila-des,10
1542,-4.283747143275734,vanila-des,10
1543,-4.283747143275734,vanila-des,10
1544,-4.283747143275734,vanila-des,10
1545,-4.283747143275734,vanila-des,10
1546,-4.283747143275734,vanila-des,10
1547,-4.283747143275734,vanila-des,10
1548,-4.283747143275734,vanila-des,10
1549,-4.283747143275734,vanila-des,10
1550,-4.283747143275734,vanila-des,10
1551,-4.283747143275734,vanila-des,10
1552,-4.283747143275734,vanila-des,10
1553,-4.283747143275734,vanila-des,10
1554,-4.283747143275734,vanila-des,10
1555,-4.283747143275734,vanila-des,10
1556,-4.283747143275734,vanila-des,10
1557,-4.283747143275734,vanila-des,10
1558,-4.283747143275734,vanila-des,10
1559,-4.283747143275734,vanila-des,10
1560,-4.283747143275734,vanila-des,10
1561,-4.283747143275734,vanila-des,10
1562,-4.283747143275734,vanila-des,10
1563,-4.283747143275734,vanila-des,10
1564,-4.283747143275734,vanila-des,10
1565,-4.283747143275734,vanila-des,10
1566,-4.283747143275734,vanila-des,10
1567,-4.283747143275734,vanila-des,10
1568,-4.283747143275734,vanila-des,10
1569,-4.283747143275734,vanila-des,10
1570,-4.283747143275734,vanila-des,10
1571,-4.283747143275734,vanila-des,10
1572,-4.283747143275734,vanila-des,10
1573,-4.283747143275734,vanila-des,10
1574,-4.283747143275734,vanila-des,10
1575,-4.283747143275734,vanila-des,10
1576,-4.283747143275734,vanila-des,10
1577,-4.283747143275734,vanila-des,10
1578,-4.283747143275734,vanila-des,10
1579,-4.283747143275734,vanila-des,10
1580,-4.283747143275734,vanila-des,10
1581,-4.283747143275734,vanila-des,10
1582,-4.283747143275734,vanila-des,10
1583,-4.283747143275734,vanila-des,10
1584,-4.283747143275734,vanila-des,10
1585,-4.283747143275734,vanila-des,10
1586,-4.283747143275734,vanila-des,10
1587,-4.283747143275734,vanila-des,10
1588,-4.283747143275734,vanila-des,10
1589,-4.283747143275734,vanila-des,10
1590,-4.283747143275734,vanila-des,10
1591,-4.283747143275734,vanila-des,10
1592,-4.283747143275734,vanila-des,10
1593,-4.283747143275734,vanila-des,10
1594,-4.283747143275734,vanila-des,10
1595,-4.283747143275734,vanila-des,10
1596,-4.283747143275734,vanila-des,10
1597,-4.283747143275734,vanila-des,10
1598,-4.283747143275734,vanila-des,10
1599,-4.283747143275734,vanila-des,10
1600,-4.283747143275734,vanila-des,10
1601,-4.283747143275734,vanila-des,10
1602,-4.283747143275734,vanila-des,10
1603,-4.283747143275734,vanila-des,10
1604,-4.283747143275734,vanila-des,10
1605,-4.283747143275734,vanila-des,10
1606,-4.283747143275734,vanila-des,10
1607,-4.283747143275734,vanila-des,10
1608,-4.283747143275734,vanila-des,10
1609,-4.283747143275734,vanila-des,10
1610,-4.283747143275734,vanila-des,10
1611,-4.283747143275734,vanila-des,10
1612,-4.283747143275734,vanila-des,10
1613,-4.283747143275734,vanila-des,10
1614,-4.283747143275734,vanila-des,10
1615,-4.283747143275734,vanila-des,10
1616,-4.283747143275734,vanila-des,10
1617,-4.283747143275734,vanila-des,10
1618,-4.283747143275734,vanila-des,10
1619,-4.283747143275734,vanila-des,10
1620,-4.283747143275734,vanila-des,10
1621,-4.283747143275734,vanila-des,10
1622,-4.283747143275734,vanila-des,10
1623,-4.283747143275734,vanila-des,10
1624,-4.283747143275734,vanila-des,10
1625,-4.283747143275734,vanila-des,10
1626,-4.283747143275734,vanila-des,10
1627,-4.283747143275734,vanila-des,10
1628,-4.283747143275734,vanila-des,10
1629,-4.283747143275734,vanila-des,10
1630,-4.283747143275734,vanila-des,10
1631,-4.283747143275734,vanila-des,10
1632,-4.283747143275734,vanila-des,10
1633,-4.283747143275734,vanila-des,10
1634,-4.283747143275734,vanila-des,10
1635,-4.283747143275734,vanila-des,10
1636,-4.283747143275734,vanila-des,10
1637,-4.283747143275734,vanila-des,10
1638,-4.283747143275734,vanila-des,10
1639,-4.283747143275734,vanila-des,10
1640,-4.283747143275734,vanila-des,10
1641,-4.283747143275734,vanila-des,10
1642,-4.283747143275734,vanila-des,10
1643,-4.283747143275734,vanila-des,10
1644,-4.283747143275734,vanila-des,10
1645,-4.283747143275734,vanila-des,10
1646,-4.283747143275734,vanila-des,10
1647,-4.283747143275734,vanila-des,10
1648,-4.283747143275734,vanila-des,10
1649,-4.283747143275734,vanila-des,10
1650,-4.283747143275734,vanila-des,10
1651,-4.283747143275734,vanila-des,10
1652,-4.283747143275734,vanila-des,10
1653,-4.283747143275734,vanila-des,10
1654,-4.283747143275734,vanila-des,10
1655,-4.283747143275734,vanila-des,10
1656,-4.283747143275734,vanila-des,10
1657,-4.283747143275734,vanila-des,10
1658,-4.283747143275734,vanila-des,10
1659,-4.283747143275734,vanila-des,10
1660,-4.283747143275734,vanila-des,10
1661,-4.283747143275734,vanila-des,10
1662,-4.283747143275734,vanila-des,10
1663,-4.283747143275734,vanila-des,10
1664,-4.283747143275734,vanila-des,10
1665,-4.283747143275734,vanila-des,10
1666,-4.283747143275734,vanila-des,10
1667,-4.283747143275734,vanila-des,10
1668,-4.283747143275734,vanila-des,10
1669,-4.283747143275734,vanila-des,10
1670,-4.283747143275734,vanila-des,10
1671,-4.283747143275734,vanila-des,10
1672,-4.283747143275734,vanila-des,10
1673,-4.283747143275734,vanila-des,10
1674,-4.283747143275734,vanila-des,10
1675,-4.283747143275734,vanila-des,10
1676,-4.283747143275734,vanila-des,10
1677,-4.283747143275734,vanila-des,10
1678,-4.283747143275734,vanila-des,10
1679,-4.283747143275734,vanila-des,10
1680,-4.283747143275734,vanila-des,10
1681,-4.283747143275734,vanila-des,10
1682,-4.283747143275734,vanila-des,10
1683,-4.283747143275734,vanila-des,10
1684,-4.283747143275734,vanila-des,10
1685,-4.283747143275734,vanila-des,10
1686,-4.283747143275734,vanila-des,10
1687,-4.283747143275734,vanila-des,10
1688,-4.283747143275734,vanila-des,10
1689,-4.283747143275734,vanila-des,10
1690,-4.283747143275734,vanila-des,10
1691,-4.283747143275734,vanila-des,10
1692,-4.283747143275734,vanila-des,10
1693,-4.283747143275734,vanila-des,10
1694,-4.283747143275734,vanila-des,10
1695,-4.283747143275734,vanila-des,10
1696,-4.283747143275734,vanila-des,10
1697,-4.283747143275734,vanila-des,10
1698,-4.283747143275734,vanila-des,10
1699,-4.283747143275734,vanila-des,10
1700,-4.283747143275734,vanila-des,10
1701,-4.283747143275734,vanila-des,10
1702,-4.283747143275734,vanila-des,10
1703,-4.283747143275734,vanila-des,10
1704,-4.283747143275734,vanila-des,10
1705,-4.283747143275734,vanila-des,10
1706,-4.294212637492291,vanila-des,10
1707,-4.294212637492291,vanila-des,10
1708,-4.294212637492291,vanila-des,10
1709,-4.294212637492291,vanila-des,10
1710,-4.294212637492291,vanila-des,10
1711,-4.294212637492291,vanila-des,10
1712,-4.294212637492291,vanila-des,10
1713,-4.294212637492291,vanila-des,10
1714,-4.294212637492291,vanila-des,10
1715,-4.294212637492291,vanila-des,10
1716,-4.294212637492291,vanila-des,10
1717,-4.294212637492291,vanila-des,10
1718,-4.294212637492291,vanila-des,10
1719,-4.294212637492291,vanila-des,10
1720,-4.294212637492291,vanila-des,10
1721,-4.294212637492291,vanila-des,10
1722,-4.294212637492291,vanila-des,10
1723,-4.294212637492291,vanila-des,10
1724,-4.294212637492291,vanila-des,10
1725,-4.294212637492291,vanila-des,10
1726,-4.294212637492291,vanila-des,10
1727,-4.294212637492291,vanila-des,10
1728,-4.294212637492291,vanila-des,10
1729,-4.294212637492291,vanila-des,10
1730,-4.294212637492291,vanila-des,10
1731,-4.294212637492291,vanila-des,10
1732,-4.294212637492291,vanila-des,10
1733,-4.294212637492291,vanila-des,10
1734,-4.294212637492291,vanila-des,10
1735,-4.294212637492291,vanila-des,10
1736,-4.294212637492291,vanila-des,10
1737,-4.294212637492291,vanila-des,10
1738,-4.294212637492291,vanila-des,10
1739,-4.294212637492291,vanila-des,10
1740,-4.294212637492291,vanila-des,10
1741,-4.294212637492291,vanila-des,10
1742,-4.294212637492291,vanila-des,10
1743,-4.294212637492291,vanila-des,10
1744,-4.294212637492291,vanila-des,10
1745,-4.294212637492291,vanila-des,10
1746,-4.294212637492291,vanila-des,10
1747,-4.294212637492291,vanila-des,10
1748,-4.294212637492291,vanila-des,10
1749,-4.294212637492291,vanila-des,10
1750,-4.294212637492291,vanila-des,10
1751,-4.294212637492291,vanila-des,10
1752,-4.294212637492291,vanila-des,10
1753,-4.294212637492291,vanila-des,10
1754,-4.294212637492291,vanila-des,10
1755,-4.294212637492291,vanila-des,10
1756,-4.294212637492291,vanila-des,10
1757,-4.294212637492291,vanila-des,10
1758,-4.294212637492291,vanila-des,10
1759,-4.294212637492291,vanila-des,10
1760,-4.294212637492291,vanila-des,10
1761,-4.294212637492291,vanila-des,10
1762,-4.294212637492291,vanila-des,10
1763,-4.294212637492291,vanila-des,10
1764,-4.294212637492291,vanila-des,10
1765,-4.294212637492291,vanila-des,10
1766,-4.294212637492291,vanila-des,10
1767,-4.294212637492291,vanila-des,10
1768,-4.294212637492291,vanila-des,10
1769,-4.294212637492291,vanila-des,10
1770,-4.294212637492291,vanila-des,10
1771,-4.294212637492291,vanila-des,10
1772,-4.294212637492291,vanila-des,10
1773,-4.294212637492291,vanila-des,10
1774,-4.294212637492291,vanila-des,10
1775,-4.294212637492291,vanila-des,10
1776,-4.294212637492291,vanila-des,10
1777,-4.294212637492291,vanila-des,10
1778,-4.294212637492291,vanila-des,10
1779,-4.294212637492291,vanila-des,10
1780,-4.298604668767217,vanila-des,10
1781,-4.298604668767217,vanila-des,10
1782,-4.298604668767217,vanila-des,10
1783,-4.298604668767217,vanila-des,10
1784,-4.298604668767217,vanila-des,10
1785,-4.298604668767217,vanila-des,10
1786,-4.298604668767217,vanila-des,10
1787,-4.298604668767217,vanila-des,10
1788,-4.298604668767217,vanila-des,10
1789,-4.298604668767217,vanila-des,10
1790,-4.298604668767217,vanila-des,10
1791,-4.298604668767217,vanila-des,10
1792,-4.298604668767217,vanila-des,10
1793,-4.30719671622941,vanila-des,10
1794,-4.30719671622941,vanila-des,10
1795,-4.30719671622941,vanila-des,10
1796,-4.30719671622941,vanila-des,10
1797,-4.30719671622941,vanila-des,10
1798,-4.30719671622941,vanila-des,10
1799,-4.30719671622941,vanila-des,10
1800,-4.30719671622941,vanila-des,10
1801,-4.30719671622941,vanila-des,10
1802,-4.30719671622941,vanila-des,10
1803,-4.30719671622941,vanila-des,10
1804,-4.30719671622941,vanila-des,10
1805,-4.30719671622941,vanila-des,10
1806,-4.30719671622941,vanila-des,10
1807,-4.30719671622941,vanila-des,10
1808,-4.30719671622941,vanila-des,10
1809,-4.30719671622941,vanila-des,10
1810,-4.30719671622941,vanila-des,10
1811,-4.30719671622941,vanila-des,10
1812,-4.30719671622941,vanila-des,10
1813,-4.30719671622941,vanila-des,10
1814,-4.30719671622941,vanila-des,10
1815,-4.30719671622941,vanila-des,10
1816,-4.30719671622941,vanila-des,10
1817,-4.30719671622941,vanila-des,10
1818,-4.30719671622941,vanila-des,10
1819,-4.30719671622941,vanila-des,10
1820,-4.30719671622941,vanila-des,10
1821,-4.30719671622941,vanila-des,10
1822,-4.30719671622941,vanila-des,10
1823,-4.30719671622941,vanila-des,10
1824,-4.30719671622941,vanila-des,10
1825,-4.30719671622941,vanila-des,10
1826,-4.30719671622941,vanila-des,10
1827,-4.30719671622941,vanila-des,10
1828,-4.30719671622941,vanila-des,10
1829,-4.30719671622941,vanila-des,10
1830,-4.30719671622941,vanila-des,10
1831,-4.30719671622941,vanila-des,10
1832,-4.30719671622941,vanila-des,10
1833,-4.30719671622941,vanila-des,10
1834,-4.30719671622941,vanila-des,10
1835,-4.30719671622941,vanila-des,10
1836,-4.30719671622941,vanila-des,10
1837,-4.30719671622941,vanila-des,10
1838,-4.30719671622941,vanila-des,10
1839,-4.30719671622941,vanila-des,10
1840,-4.30719671622941,vanila-des,10
1841,-4.30719671622941,vanila-des,10
1842,-4.30719671622941,vanila-des,10
1843,-4.30719671622941,vanila-des,10
1844,-4.30719671622941,vanila-des,10
1845,-4.30719671622941,vanila-des,10
1846,-4.30719671622941,vanila-des,10
1847,-4.30719671622941,vanila-des,10
1848,-4.30719671622941,vanila-des,10
1849,-4.30719671622941,vanila-des,10
1850,-4.30719671622941,vanila-des,10
1851,-4.30719671622941,vanila-des,10
1852,-4.30719671622941,vanila-des,10
1853,-4.30719671622941,vanila-des,10
1854,-4.30719671622941,vanila-des,10
1855,-4.30719671622941,vanila-des,10
1856,-4.30719671622941,vanila-des,10
1857,-4.30719671622941,vanila-des,10
1858,-4.30719671622941,vanila-des,10
1859,-4.30719671622941,vanila-des,10
1860,-4.30719671622941,vanila-des,10
1861,-4.30719671622941,vanila-des,10
1862,-4.30719671622941,vanila-des,10
1863,-4.30719671622941,vanila-des,10
1864,-4.30719671622941,vanila-des,10
1865,-4.30719671622941,vanila-des,10
1866,-4.30719671622941,vanila-des,10
1867,-4.30719671622941,vanila-des,10
1868,-4.30719671622941,vanila-des,10
1869,-4.30719671622941,vanila-des,10
1870,-4.30719671622941,vanila-des,10
1871,-4.30719671622941,vanila-des,10
1872,-4.30719671622941,vanila-des,10
1873,-4.30719671622941,vanila-des,10
1874,-4.30719671622941,vanila-des,10
1875,-4.30719671622941,vanila-des,10
1876,-4.30719671622941,vanila-des,10
1877,-4.30719671622941,vanila-des,10
1878,-4.30719671622941,vanila-des,10
1879,-4.30719671622941,vanila-des,10
1880,-4.30719671622941,vanila-des,10
1881,-4.30719671622941,vanila-des,10
1882,-4.30719671622941,vanila-des,10
1883,-4.30719671622941,vanila-des,10
1884,-4.30719671622941,vanila-des,10
1885,-4.30719671622941,vanila-des,10
1886,-4.30719671622941,vanila-des,10
1887,-4.30719671622941,vanila-des,10
1888,-4.30719671622941,vanila-des,10
1889,-4.30719671622941,vanila-des,10
1890,-4.30719671622941,vanila-des,10
1891,-4.30719671622941,vanila-des,10
1892,-4.30719671622941,vanila-des,10
1893,-4.30719671622941,vanila-des,10
1894,-4.30719671622941,vanila-des,10
1895,-4.30719671622941,vanila-des,10
1896,-4.30719671622941,vanila-des,10
1897,-4.30719671622941,vanila-des,10
1898,-4.30719671622941,vanila-des,10
1899,-4.30719671622941,vanila-des,10
1900,-4.30719671622941,vanila-des,10
1901,-4.30719671622941,vanila-des,10
1902,-4.30719671622941,vanila-des,10
1903,-4.30719671622941,vanila-des,10
1904,-4.30719671622941,vanila-des,10
1905,-4.30719671622941,vanila-des,10
1906,-4.30719671622941,vanila-des,10
1907,-4.30719671622941,vanila-des,10
1908,-4.30719671622941,vanila-des,10
1909,-4.30719671622941,vanila-des,10
1910,-4.30719671622941,vanila-des,10
1911,-4.30719671622941,vanila-des,10
1912,-4.30719671622941,vanila-des,10
1913,-4.30719671622941,vanila-des,10
1914,-4.30719671622941,vanila-des,10
1915,-4.30719671622941,vanila-des,10
1916,-4.30719671622941,vanila-des,10
1917,-4.30719671622941,vanila-des,10
1918,-4.30719671622941,vanila-des,10
1919,-4.30719671622941,vanila-des,10
1920,-4.30719671622941,vanila-des,10
1921,-4.30719671622941,vanila-des,10
1922,-4.30719671622941,vanila-des,10
1923,-4.30719671622941,vanila-des,10
1924,-4.30719671622941,vanila-des,10
1925,-4.30719671622941,vanila-des,10
1926,-4.30719671622941,vanila-des,10
1927,-4.30719671622941,vanila-des,10
1928,-4.30719671622941,vanila-des,10
1929,-4.30719671622941,vanila-des,10
1930,-4.30719671622941,vanila-des,10
1931,-4.30719671622941,vanila-des,10
1932,-4.30719671622941,vanila-des,10
1933,-4.30719671622941,vanila-des,10
1934,-4.30719671622941,vanila-des,10
1935,-4.30719671622941,vanila-des,10
1936,-4.30719671622941,vanila-des,10
